eval_id;objectives;is_valid;is_feasible;variables;constraints;evaluation_time;algorithm_time
11;[17.843260157182264, 2680.22319441098, 108.80196542690895];True;False;[1.0, 4.708984483744546, 1.6824817293205143, 0.0, 2.0, 51.908629411013045, 0.36401787831259447, 0.6375685533761386, 10377.588877671142, 17199.122427060593, 4097.283067439323, 1.0, 2.584905418871194, 1.0, 0.037130265334453724, 0.004994420428908708, 0.0923644775539626, 0.7236611356884015, 0.022996767967163146, 0.31071207337549145, 0.1468708645359812, 0.024610425581833174, 0.0724477416247492, 0.4256910761836423, 0.052891828685329934, 0.16404021246141587, 0.28652830551984587, 0.05649710867528347, 0.2674378121908856, 0.6529739067522414, 0.008189987065070103, 0.5333015795778829, 0.0, 0.0, 1.0, 1.0, 0.02215043709793576, 0.14481573838533346, 0.0, 0.0, 0.0];[0.5103533565206169, -0.49277519322048535, 174.9219973749138, 0.0, -0.5359821216874056, -11.863612350120011, -11.863612350120013, -11.863612350120013, -0.1839743867576359, -0.5424170620885274, -0.5018611821916085, -0.5494314820187383, -0.07958828105687299, -0.46669842042211707, -0.3008214864087676];29.972988299999997;
12;[nan, nan, nan];False;False;[1.0, 7.642088085402094, 1.196285344557869, 0.0, 1.0, 58.431024511048484, 0.7341077855602401, 0.5, 1876.5025609008676, 8765.43412477001, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.01368839089883296, 0.8438228404574319, 0.0, 0.010302630845191452, 0.6857650992336755, 0.0, 0.05, 0.5, 0.5, 0.033100371260196375, 0.12496369590314893, 0.0, 0.044537793726945434, 0.4866647116651439, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 0.0, 0.01824704542774192, 0.11571332123118835, 85.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];110.7265582;
13;[nan, nan, nan];False;False;[1.0, 2.877206462241391, 1.2799394433821105, 1.0, 2.0, 39.61465768868184, 0.4239249206448781, 0.2507985425137965, 4708.967161134646, 17826.78607175478, 13252.534141828657, 1.0, 2.1484961405856065, 1.0, 0.001245284061911267, 0.09944465036640779, 0.7432753941384247, 0.11852604908380537, 0.09666503957358469, 0.09422761139096059, 0.022640336305320585, 0.07199217350946281, 0.3333333333333333, 0.3333333333333333, 0.037283212871116356, 0.3333333333333333, 0.3333333333333333, 0.06678894672107333, 0.14831067344397142, 0.49882861092961006, 0.07313805512382864, 0.0627115020143294, 0.051395870916052466, 0.0, 1.0, 2.0, 0.04877931713444059, 0.4084271134253545, 101.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];41.47438510000029;
14;[nan, nan, nan];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 7.497917195504076, 0.8761661155449777, 0.5, 4039.8736054379306, 2369.0030520134897, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06739632084260799, 0.9548849746707215, 0.0, 0.036986359960092544, 0.4577071648458615, 0.0, 0.05, 0.5, 0.5, 0.04342034179265748, 0.23019493397184299, 0.0, 0.07191905272829692, 0.22063989952023821, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];64.81089710000015;
15;[40.78535639122711, 1070.548523982876, 122.27143312404851];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 9.158053931044938, 0.2750856351941996, 0.8321484081913916, 5579.966666702985, 9723.861070852317, 19499.00151415504, 0.0, 3.0, 1.0, 0.04279640059557438, 0.01930292210253296, 0.4610080054340806, 0.2344741546215029, 0.08080266499850124, 0.3333333333333333, 0.3333333333333333, 0.071742981675371, 0.3333333333333333, 0.3333333333333333, 0.07459311134541123, 0.13591746632127888, 0.31152965104871144, 0.06387669163676589, 0.3333333333333333, 0.3333333333333333, 0.08613577604444628, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[1.357472307090565, -1.4989536412035125, 156.78020076875168, 0.6211808832005123, -0.6249143648058004, -12.907810271707781, -12.907810271707781, -12.907810271707781, -0.3045178399444165, -0.33333333333333337, -0.33333333333333337, -0.5525528826300097, -0.33333333333333337, -0.33333333333333337, 0.08647787604482493];52.535605099999884;
16;[nan, nan, nan];False;False;[1.0, 5.35844115595166, 1.4721140168929936, 1.0, 2.0, 31.924758764454495, 0.15020991599905092, 0.2528617488545103, 15215.764674963735, 18297.513879354217, 4686.754303752834, 1.0, 4.743803898092315, 1.0, 0.004416829723903232, 0.06359840630993477, 0.0667675318589892, 0.5220722196151564, 0.08239655576812527, 0.3333333333333333, 0.3333333333333333, 0.04682686525696548, 0.5732533207239028, 0.09215479942066984, 0.06588387510391051, 0.7774022019815235, 0.02452576084517033, 0.01849789543440763, 0.3333333333333333, 0.3333333333333333, 0.029903999907162995, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 2.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];94.29385870000078;
17;[nan, nan, nan];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 12.172926568369558, 0.6923231147236216, 0.5, 17160.62196671203, 14441.393823278417, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06354709691023672, 0.5065527617004109, 0.0, 0.06663111467861897, 0.5404900049714423, 0.0, 0.05, 0.5, 0.5, 0.03642059025634712, 0.7997650727808955, 0.0, 0.01718603479901635, 0.19035547619972348, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];68.97269790000064;
18;[20.142259457209207, 1789.9534890662196, 116.01536545045954];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 49.46798213041091, 0.32823864990382506, 0.5, 8297.17390108154, 15815.625821546735, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.064610740701578, 0.06689743391878522, 0.0, 0.06691140735377359, 0.579749596098602, 0.0, 0.05, 0.5, 0.5, 0.004900537785135617, 0.46542070019848725, 0.0, 0.05544963549395118, 0.3276270537394803, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[1.2284107823937394, -1.3472658600861422, 80.21552565188436, 0.7340324097612521, -0.5717613500961749, -4.9382216675400965, -10.083574642980931, -14.0, -0.9331025660812148, -0.420250403901398, 0.0, -0.5345792998015128, -0.6723729462605197, 0.0, -0.004387382981692001];17.263029699999606;
19;[nan, nan, nan];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 1.9095733591725663, 0.348534722348197, 0.5, 10134.273246082957, 1229.303924890598, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.023661024518735398, 0.26095292941117165, 0.0, 0.04638138764682982, 0.13891261385847942, 0.0, 0.05, 0.5, 0.5, 0.023723052187955763, 0.22569031314253185, 0.0, 0.012682312332681878, 0.5970201364724324, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];70.31542919999993;
20;[8.155022133905241, 4791.893298598657, 109.70038564501985];True;False;[1.0, 7.940801263630955, 1.2225936604364531, 0.0, 2.0, 47.45773229065205, 0.37399547419816526, 0.11218494349376691, 19904.651896014202, 13137.17308527315, 6442.567919111703, 1.0, 3.3595192553404707, 1.0, 0.005553740496658738, 0.046369842815868104, 0.3333333333333333, 0.3333333333333333, 0.07764895539167063, 0.3333333333333333, 0.3333333333333333, 0.03702070137672, 0.41630043311655107, 0.2566417912068656, 0.07866204125346687, 0.050849606874629916, 0.5822143362043842, 0.024288704020904453, 0.3333333333333333, 0.3333333333333333, 0.053511679866287444, 0.4762543729446157, 0.18407583548064155, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 2.0];[1.9499654888935956, 0.47289687937480895, 50.19957841564087, -0.19791528182079632, -0.5260045258018348, -8.749015692774488, -10.450076406810805, -13.63518957736791, -0.33333333333333337, -0.33333333333333337, -0.32705777567658334, -0.36693605692098585, -0.33333333333333337, -0.33966979157474275, -0.25891737632302353];44.80842389999998;
21;[nan, nan, nan];False;False;[1.0, 7.0273944308648515, 1.4975219431449018, 1.0, 0.0, 2.318869187281911, 0.5, 0.5, 12827.862855492536, 10500.0, 10500.0, 1.0, 1.7688932458081643, 0.0, 0.025, 0.039214674821053896, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.09166512054327663, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0425043891797651, 0.27150930269195356, 87.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];59.1922069000002;
22;[nan, nan, nan];False;False;[1.0, 7.142749291762877, 1.2849883019776498, 1.0, 1.0, 59.931363181936966, 0.18872917444396747, 0.5, 1490.6124802017202, 11130.655552812303, 10500.0, 1.0, 1.5244047436566714, 1.0, 0.009491070446410711, 0.0924908776488334, 0.7134232232082351, 0.0, 0.06855892111520516, 0.7218635453309141, 0.0, 0.05, 0.5, 0.5, 0.06415479862134048, 0.05974837466951921, 0.0, 0.051911647689043966, 0.4500532556344039, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 0.0, 0.013460188288955566, 0.4901991330672879, 60.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];102.0527503000003;
23;[nan, nan, nan];False;False;[1.0, 10.952248797805968, 1.1053652871852233, 1.0, 2.0, 28.484315206258106, 0.5202339498488348, 0.6409782952094027, 9739.370379437434, 1317.4009130708323, 3900.72995909378, 1.0, 4.804761518152994, 0.0, 0.025, 0.06273744274366215, 0.0694344276303428, 0.7836013135318972, 0.05438457103061376, 0.3333333333333333, 0.3333333333333333, 0.07478931733412275, 0.05887585624049063, 0.2752737121765385, 0.015947909047136177, 0.7474864521299531, 0.12736791297563177, 0.034201839296900995, 0.3333333333333333, 0.3333333333333333, 0.0342420685453928, 0.4893353554121155, 0.24855955826750042, 1.0, 1.0, 2.0, 0.03455206458940468, 0.2620788713649917, 9.0, 1.0, 2.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];134.45710249999956;
24;[27.270611944185923, 1121.2785782159187, 118.75220267800509];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 10043.632493845296, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.02933239070774705, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.35783353934795414, -1.4686233763286578, -3.446435347338138, 0.6886729534773326, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.031301684966777876];18.043074900000647;
25;[20.32441749240745, 1979.4043419591576, 115.51793787490516];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 37.09287306871479, 0.11751552256276065, 0.5895415352980028, 14237.383967534777, 13649.178610697245, 19424.852067783428, 0.0, 3.0, 0.0, 0.025, 0.024678120048832186, 0.16498331395998178, 0.7880628096828479, 0.061391181133927136, 0.3333333333333333, 0.3333333333333333, 0.03573879752063704, 0.3333333333333333, 0.3333333333333333, 0.07256872998552065, 0.4912816960145119, 0.23946737252157968, 0.05777355789084714, 0.019580159884447612, 0.16299444131543395, 0.06542067736216871, 0.3526820837145398, 0.5734350445643799, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 2.0, 0.0];[1.9668061240663794, -1.275926207119078, 43.7606750464802, 0.6423265044175439, -0.7824844774372394, -11.418356942206175, -13.563206020611785, -7.792018364526461, -0.0469538763571703, -0.33333333333333337, -0.33333333333333337, -0.26925093146390844, -0.8174253988001184, -0.07388287172108032, -0.017075374578245206];31.97165589999986;
26;[21.468807137134103, 1690.4656814930515, 116.16317827414622];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 33.243901945741634, 0.8299740548014197, 0.5, 6702.428821178126, 13378.096082499742, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08871243521233324, 0.7536159024895681, 0.0, 0.049149315573604725, 0.2055747239264516, 0.0, 0.05, 0.5, 0.5, 0.06585492911234847, 0.5006229038540801, 0.0, 0.06391697532432064, 0.5521876421015747, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[1.2648856588392992, -1.3385251621774228, 31.13637912052768, 0.6584785689289137, -0.0700259451985803, -12.390355574341537, -2.2611373339287173, -14.0, -0.2463840975104319, -0.7944252760735484, 0.0, -0.49937709614591985, -0.44781235789842533, 0.0, -0.007523162256495575];15.226012299999638;
27;[nan, nan, nan];False;False;[1.0, 5.5693108502605915, 1.1426737888970118, 0.0, 0.0, 6.738696255313773, 0.5, 0.5, 12623.602520453476, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.09724194970939903, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.06577125283313938, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 1.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];98.45786609999959;
28;[nan, nan, nan];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 15.108070210205957, 0.4097360267402944, 0.822101268521492, 19205.358050988092, 14088.974408715487, 9847.929495572842, 0.0, 3.0, 1.0, 0.016620844331297874, 0.08410681934374205, 0.3333333333333333, 0.3333333333333333, 0.03106019694240776, 0.25723514139634074, 0.20950656510680987, 0.05982724128692235, 0.38189359388208477, 0.19464335360022078, 0.08795513668324498, 0.3333333333333333, 0.3333333333333333, 0.020384798436787366, 0.3333333333333333, 0.3333333333333333, 0.021278212619924554, 0.18170792418852122, 0.7789602824559679, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];137.7149273999994;
29;[nan, nan, nan];False;False;[1.0, 4.634435421054787, 1.487293852635788, 1.0, 2.0, 1.9410130492765412, 0.5815575198500141, 0.8359942191532969, 9970.915587824295, 17312.935074050423, 5890.665656662571, 0.0, 3.0, 1.0, 0.005803463606087411, 0.023482724820984457, 0.6896866045982637, 0.1640160073136273, 0.0609302490091486, 0.3333333333333333, 0.3333333333333333, 0.05844369830658785, 0.024543018859033205, 0.9072400355565785, 0.022506936193192075, 0.3378208631845948, 0.4320485043592013, 0.08237659214595434, 0.20334097698791398, 0.21205681998538095, 0.056700182980746944, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 2.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];112.64077679999991;
30;[nan, nan, nan];False;False;[1.0, 9.029264169049858, 1.7407395974485087, 1.0, 1.0, 36.62427501602053, 0.5925393342358247, 0.5, 8079.491060754225, 8203.230418692001, 10500.0, 1.0, 1.0833300740047425, 0.0, 0.025, 0.09847169792091107, 0.8673471758813522, 0.0, 0.06699212733663959, 0.29622121551709824, 0.0, 0.05, 0.5, 0.5, 0.07973191593107354, 0.5429132150095525, 0.0, 0.060398451403293966, 0.9862288845280716, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 1.0, 0.03856558451147773, 0.4642525465623125, 173.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];12.416376600000149;
31;[nan, nan, nan];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 1.3718586438167417, 0.6231232353103427, 0.5, 19562.98873744163, 3439.7281114703837, 10500.0, 0.0, 3.0, 1.0, 0.024663791023838186, 0.08000722505984198, 0.9981408455966247, 0.0, 0.027917894607040653, 0.22204837885486806, 0.0, 0.05, 0.5, 0.5, 0.07968354629138841, 0.21749902350666295, 0.0, 0.06884088243213952, 0.7630660810045402, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];67.80860550000034;
32;[nan, nan, nan];False;False;[1.0, 5.55076805098572, 1.7709573013040156, 1.0, 1.0, 16.49203589228784, 0.3717074989819994, 0.5, 12110.348332753003, 15633.536122683896, 10500.0, 0.0, 3.0, 1.0, 0.02202254378105525, 0.057772059572938045, 0.448941953730986, 0.0, 0.003388051372540746, 0.1913851842172013, 0.0, 0.05, 0.5, 0.5, 0.04416885005849286, 0.5565377940564753, 0.0, 0.09853050675920044, 0.9469150492092796, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 1.0, 0.046053714462892026, 0.07481768575371116, 144.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];70.13756139999987;
33;[30.066052363807632, 1253.3600663678528, 117.98833537205104];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 7.493233860819695, 0.43393398084970336, 0.5, 19587.569931302187, 4903.202763513221, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.035081361951321714, 0.3650603576263509, 0.0, 0.033569150780858335, 0.841291188528682, 0.0, 0.05, 0.5, 0.5, 0.09713623316921463, 0.7017695997915916, 0.0, 0.016408598409203234, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[1.15002544252628, -1.366049818882454, -9.94268780788983, 0.4587956496259329, -0.46606601915029666, -11.87351495439659, -12.603304109400112, -14.0, -0.6349396423736491, -0.158708811471318, 0.0, -0.2982304002084084, -0.9784690008918534, 0.0, 0.002488473387942447];37.688640999999734;
