objectives;is_feasible;variables;evaluation_time
[3.7036867680000087, -2.4999999999956755];True;[3.568996852365281, -2.35972964230338, -2.6090830751827854, -3.285068364955893, -4.9194096896378525, 3.6462001109029636, 4.491421822154123, -2.4685070167784606, 3.2239631801166695, 4.978203475262957];156.30298859998584
[3.9087999360000043, -2.499999999998368];True;[2.365806449155203, -1.343845404834465, 4.004699953031107, -1.2514205350624574, 4.769670306158249, -0.9661366514973366, 3.7332372206474407, -2.543395507324621, 0.2780311854075048, 4.7163513765499445];157.38927949999925
[3.560324760000011, -2.2659813];True;[-2.9063816162916467, 1.992867770018476, 0.06281881150594781, 2.1609401397305037, 1.7100338282027892, -2.2507483080048587, -2.768784214557869, -4.044203285160554, 1.035934049783597, 2.63735479804825];162.71790819999296
[3.560110704000002, -1.711099];True;[-2.219086813457807, -4.174507236821153, 2.7232406644893183, 3.850130661168441, -3.766383679222379, 3.341658397548617, -3.941604993513539, 1.145246966272932, -3.1873405778616473, 3.848606990826296];162.94283120008186
[3.187672488000004, -2.4999999999970455];True;[-3.288410544828375, 0.8145198421510402, -4.398173674953604, -0.3370026098202361, -4.713910820577887, 2.113529577880654, -0.6766465133714714, -0.8644816775862205, -4.040540260255455, -4.231445351662911];177.03934859996662
[3.932267256000002, -2.4999999999974247];True;[4.864713196511467, -1.4129824712333061, -0.23212751296189804, 2.0626360907257544, 0.559098752492309, 4.312804273426421, 3.8647146995805564, 0.18429545721916618, 3.1471290798095204, -2.5008494036033446];157.61641559994314
[3.9343386960000033, -1.9125217];True;[3.20666697203203, -1.9819864556772302, 1.1877435756101598, 3.3446719072352966, 2.8929526047997154, 3.838875781953023, -1.6739995705430024, 4.0514833785217785, -1.83944404753976, 1.918361425824319];159.2729840000393
[3.651194232000013, -2.492070571];True;[-2.70953087588277, -3.990621781613445, 4.001196923845496, 4.702391450995172, 1.9424721604029171, -2.323759209261018, 2.651754191342591, 0.4199135606645328, 0.6150065941542735, -3.4720498218730453];160.8433759000618
[3.3362262720000038, -1.434005];True;[-3.429112504795663, -4.5593449687891985, 1.4826441030374937, 4.2770236691007995, 4.369169188253073, -3.0397583756793933, 1.425529947226365, -3.5467610551475817, -4.9316965691676105, -4.79275623392987];167.05505999992602
[3.410701560000007, -0.20086000000000004];True;[-0.8129751896341819, -1.015406927832169, -3.520586907652735, 3.5507119866556103, 0.9846800157302642, 2.915230629503288, -1.693887285197885, -4.69426479438264, -2.0552267558602857, -2.955454490694197];160.93490130000282
[3.960225432000003, -2.4999999999978813];True;[1.5844183580285058, -4.319679063512131, 4.105247613128222, 4.5976816067638495, 0.7485858412795423, 2.7036428526935214, -0.46114714005536594, 1.2028623766662658, 3.275387894147986, 2.70675714787468];159.4967428999953
[3.243253608000013, -2.499999999999173];True;[1.9018956912752856, -4.140031922318555, -4.734089670071259, -0.021212831089332695, -1.206893028489977, -1.329958253850089, 0.6320680432377292, -4.10700411237751, -3.338541631793397, -0.7055862290620567];164.06514229997993
[3.6528820560000064, -2.2911424];True;[4.531610041156576, -4.67610699710799, -1.0048618922695862, -2.5600391205465245, 4.354125680993375, 0.038455408257497936, -1.35766140458803, 3.735967293582725, 0.39056446651341936, -1.537131192853006];161.7550981999375
[3.899666376000005, -2.4999999999992193];True;[3.1379041558141356, 1.3197405486770073, 4.845508844940788, 0.21463562239959266, -1.6471329907274477, -1.684140257627421, -4.143663715830112, 3.5426506545296554, 3.75125259817494, 4.0033473259812595];157.25007850001566
[3.69698148, -2.499999999987658];True;[3.4439258907002746, -0.8800652995434977, 3.5706062856437857, 0.5733062061262428, -1.614424861938458, -1.853305232689384, -4.915956787384092, 2.8993105984961423, 4.911649170778144, -2.1784885496475703];156.69741550006438
[3.922575336000003, -2.4999999999991287];True;[0.10626901355344387, -1.1745743457883462, 1.0267131194184316, 3.3601671475372363, 1.426791854340622, -0.37666354720029904, 4.507027590867693, 3.14716688131689, 2.456428649520812, -0.07861995918766596];159.1002215000335
[3.747811896, -2.495342754];True;[-3.9726422074034016, 2.4923721209962792, 3.037596036957172, 4.032187987084582, 4.297995231215673, -4.786819374770449, 2.504460092334857, -2.3332432440985054, -1.283912715128702, 2.321829349224773];156.0951866999967
[3.660060600000001, -2.4999999999378986];True;[-1.2428069789574083, -2.6377337965844125, 1.0479848462416683, 3.951757134518891, 2.180568641905511, -1.7016836765479293, 3.159453443984132, -2.2653933400055335, 3.7715907620973717, -4.016499218943851];181.26408130000345
[3.7298880000000008, -2.499999999992729];True;[-2.994210461907847, 1.5461675418398713, 4.85684530095846, 2.153093920020379, -3.911977040548913, 3.6946938068069617, 0.22773430687342078, 1.0317886392584423, -2.8991777094698854, 1.7750461733484908];170.1142388000153
[3.5211285360000066, -2.4999999999977858];True;[-2.0791590068970214, 4.520175069676352, 1.5361342321838931, 2.298930652426046, -3.4614268429986184, -1.9352319428174014, -3.6232218749730194, 3.4127288791313095, -0.31890525810659653, -4.534793679983801];179.51083480007946
[3.8054206080000013, -2.499999999998282];True;[1.7680007197296623, -2.4200147773861467, 3.3211675617216336, -2.9846476866100247, 2.1848722966068532, 3.6262528711397355, -1.69977652109257, 1.719606917201732, -0.0644269064888725, 3.5258539089792595];153.6183603000827
[3.5840854080000097, -2.499999999996342];True;[1.0855238381138133, -0.3443731896458022, 3.79773523229807, 2.110470264681439, -3.103875198000817, -4.321072837280749, -4.802050006562664, 1.1761982958292911, 0.9284260997199496, 2.2028933406255558];158.52514440007508
[3.2564121120000067, -1.617056];True;[-3.531291354640188, -2.5389574418166827, -4.275522583752508, -0.7430892381635772, 0.28918286853299335, -3.359597875385841, -2.134716944801541, 0.6497108675283467, -2.325621878091144, 1.5297390675224145];161.33925009996165
[3.3785728560000035, -2.1754216];True;[-3.369851017137199, 1.305090199819027, -1.0377364528220143, 0.8253555841253366, 2.426053066890744, -4.500557957109129, -4.076355224460374, 2.2366113568840156, -2.7003232032836855, -1.8928792662450853];163.60082549997605
[3.1780620000000095, -2.4999999999968168];True;[-4.18100129349299, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 4.7846858567146135, -0.34348108079769535, -1.962390725516061, -2.248658400299317, -4.999580418073382, -3.2861272176848058];160.89368769992143
[3.5044170480000023, -2.4999999999983618];True;[-1.923764760176263, 0.9422892439005821, 0.3734172241924707, -3.6244950777447293, -2.8725664639422366, -1.3921928373715895, 4.733620460279878, 2.9263473195030016, 0.4175666161724738, -4.538682862683753];155.18603940005414
[3.273836184000012, -2.499999999993082];True;[-0.9129294080157848, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0643538082923278, 2.188122346178261, -3.631160910116704, 3.4382284045743194, -4.131746357510711, -3.969736915480855];158.20858239999507
[3.7828000080000064, -1.8791240999999999];True;[0.9699654288726611, 4.927490334464409, 2.4997725202278795, -4.164565274055818, -2.429436523112709, 4.345862196787923, 4.307481989079651, 1.5389911186217038, -0.9509384919390236, -3.1150182185775432];149.11696539993864
[3.5564339520000043, -2.3462732];True;[1.8576509923367546, 0.4127005803986865, -4.420201093705568, 4.598099616086435, 4.996044757996783, -1.6899628739803632, -3.7503630409685105, -3.8746535220906453, -0.5462206273054573, -0.13335288334856088];155.47360709996428
[3.3821720640000024, -2.499999999999588];True;[-3.803926999591244, -0.05846245342204437, 3.688351242528187, -3.7969731191836376, 2.989216652830641, 2.4533556648989654, -4.748344195856009, -2.938238643064519, -2.842585280996156, -1.560340507419924];155.12830510002095
[4.004658144, -2.499999999999212];True;[2.1638987613437433, 2.4266409486221807, 3.655278921022758, 3.0099973730731087, -1.1839495275770262, 2.528375383480932, 0.8691925178696263, 0.9068424367423391, 0.16448552023299978, 3.6600971491384406];158.15553290001117
[3.590275536000012, -1.9784589000000001];True;[-1.8085283605761844, -0.16644729037841266, 0.8105912243001079, -0.8552802699734929, 1.9377703281831098, 1.0652832179305667, 3.3074231337628603, -0.3067080666090405, -0.7447543574035533, -4.222876503601666];159.36918729997706
[3.5135845200000015, -2.4999999999974127];True;[-1.923764760176263, 0.9422892439005821, 0.3734172241924707, -3.1572417132081982, -2.8725664639422366, -1.4107549135974087, 4.733620460279878, 2.9263473195030016, 0.4175666161724738, -4.562973755681669];161.05311720003374
[3.6194331600000047, -2.499999999999121];True;[-3.445355987903311, -2.4200147773861467, 3.402520168258265, -2.9846476866100247, 2.1848722966068532, 3.7056059014661566, -4.119705599865734, 1.719606917201732, -0.0644269064888725, 2.3878687823868168];162.0640195000451
[3.569790960000013, -2.4999999999983995];True;[-1.7643130594885867, 0.8596231994344196, -4.587915886591752, -2.594671701916649, -2.9620189702934416, 2.256027853288593, -2.8535185489882195, 4.682866854439987, 0.45374482078358547, 4.57826298488321];162.480190900038
[3.7604332080000136, -2.499999999986457];True;[-4.20765146663269, 2.4923721209962792, 3.521927192465912, 4.032187987084582, 4.297995231215673, -4.786819374770449, 2.504460092334857, -1.9855380481697495, -1.2966417302028233, 2.321829349224773];159.7451000000583
[3.845435256000007, -2.4999999999975344];True;[0.10626901355344387, -1.1745743457883462, 0.7897733659996864, 3.3601671475372363, 1.9364431388725256, -2.3224482342331303, 4.467347755517553, 3.169918775394354, 0.5751303800593223, -0.07861995918766596];156.88812839996535
[3.563750520000006, -2.193874];True;[3.257883889351885, -1.6458684952141143, -4.626676859619822, 0.21463562239959266, -1.056331350171832, 2.1780500250536488, -4.143663715830112, 3.4482207342871485, -3.845295786916443, 4.007487210166834];161.51875129994005
[3.6246283920000066, -2.4999999999981073];True;[-4.0508366344776, -2.563584817326441, 4.358790066396111, -3.3889290712679268, 3.0479698124040624, 3.4628185374001, 2.2818497942786715, -0.32682872951823394, 1.0057757470814979, -3.220159229613704];162.6603266999591
[3.4011461520000035, -2.4999999999955627];True;[1.6201114425007992, -1.0487292063893463, 4.1095414635229695, -1.653970367091509, -0.407799579145677, -4.465867611000496, 2.8102519199765927, -3.6563335688782397, -2.9386855925600575, -4.108054549896236];164.75844309991226
[3.6208706400000095, -2.499999999998209];True;[-1.189540133359993, 0.42431968266652875, -3.519761909067193, 4.598099616086435, 4.996044757996783, 2.5707588066887324, -1.4774557254984635, -3.856758681493366, -1.9794566087600967, -0.13335288334856088];160.75185929995496
[3.432727728000004, 0.9780820000000001];True;[-2.318568328334959, -4.060634003840926, 3.79773523229807, 3.907632988163489, -3.103875198000817, -4.321072837280749, -3.9808776020008407, 1.1754390169157702, -3.2043396653687544, 3.8311390829934773];160.25432579999324
[3.4470738000000054, -1.9099606];True;[-1.7576051645828628, 0.8227685255698518, -4.553142635450636, -2.554820021665738, -3.4826794635994505, -3.3050157218201646, -2.5114596427575524, 4.658837519603633, 0.45374482078358547, 4.616156777969265];154.90003709995653
[3.286591416000004, -2.4999999999960894];True;[-3.429112504795663, -4.538659365584502, 1.4826441030374937, 4.2770236691007995, -4.664159509388298, -3.0397583756793933, 1.4931437860531884, 1.0314916406145747, -2.862844340737709, -4.79275623392987];159.6810549000511
[3.4559209440000043, -1.469952];True;[1.8536855137092727, 0.4127005803986865, -4.420201093705568, -1.3346121580634998, 4.996044757996783, -1.6899628739803632, -4.017254509571614, -2.327671914258362, -0.5430608015769711, -0.13335288334856088];158.4676988000283
[3.8565782640000017, -2.4999999999992117];True;[2.392461596647352, 0.0897880418734982, -0.9449955566569814, 3.3823132090501797, 4.007794902757652, -0.40911356280727507, 2.846978665014524, 3.0589816582532876, 0.6533410324466173, -3.7322837969483915];158.65874189999886
[3.258956592000012, -2.4999999999942286];True;[-1.0185824259329903, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0372593897176903, -0.3080870873270889, -1.958764397196157, 3.687885925812199, -4.131746357510711, -4.005872833978061];161.78569330007304
[3.414809232000007, -2.4999999999958233];True;[-4.625624282394096, 1.2374499528373863, 4.388357188806522, -4.145359319399107, 3.0479698124040624, -1.532379428952973, -3.0693108795550472, -0.33192493089093666, 0.4303059228106518, -4.506467885802477];164.99830670002848
[3.5485162560000005, -2.499999999997317];True;[1.6201114425007992, -1.0487292063893463, 3.9454376522628447, -1.6360515103966224, -0.38572437703656515, -3.268956375648652, 2.712617707299688, -3.690363195302144, -2.2068882165138506, 1.0416911015402888];160.7155141000403
[3.286711728000005, -2.4999999999987836];True;[-2.8458380797478857, 2.774536776346963, -4.764327833441649, -0.7976135795201778, 2.178878443173947, 3.9351671704121265, -4.977283871860822, -3.4214044861660478, -2.820068729146307, -4.299445494950527];168.75882590003312
[3.6803440800000087, -2.4999999999962443];True;[-1.7419454389915268, 3.6953809841623873, 0.8511710206123579, -3.4339756289002845, -0.019352988751504707, -0.5732906385463454, 2.510396997280141, 0.1026350104788829, 3.8654303871451585, -2.0701486341526976];155.19879739999305
[3.498923304000007, -1.8466499];True;[-3.288410544828375, 0.8145198421510402, 4.8229242386227815, -0.3370026098202361, -4.713910820577887, 2.8325812544143973, -0.852374240530049, 3.595028247550192, -4.040540260255455, -4.045602720647029];161.15992599993479
[3.551294232000013, -2.4999999999970104];True;[1.8435746756041373, 1.305090199819027, -1.119108750700652, 0.8253555841253366, 2.426053066890744, -4.54897214970649, -1.656416248858767, 2.2366113568840156, -2.7003232032836855, -1.4000894408591469];161.116716099903
[3.739274928000011, -1.449364];True;[4.064254718101129, 2.3515791732133433, 4.387293697830616, 4.0456901027177254, 2.4514227897374212, -4.800011245959635, -0.2234747781537294, -3.6734906482232477, 0.7550983744769777, -3.443774602032269];167.12313179997727
[3.165173496000012, -1.196185];True;[-4.18100129349299, 0.16097934544314163, -4.979088552744132, -3.6521460977807196, 4.7846858567146135, -0.32491900457187595, -1.962390725516061, -2.248658400299317, -4.999812035980608, -3.261828370355486];168.37405009998474
[3.5740036080000035, -1.9576973];True;[-2.6409993498018682, 2.774536776346963, -4.537560654953953, 4.721223069699553, -1.2679677484733443, 3.9448809143208297, 2.6059840399764016, -3.4214044861660478, 0.3838742605966896, -4.299445494950527];160.78242860001046
[3.376914840000009, -0.633521];True;[-3.79721897231492, -0.6769069845778383, 3.6962718271644963, -3.7571214383401763, 2.4686997013091263, 3.3645901500203697, -4.748344195856009, -3.008371329617124, -2.842585280996156, -1.560340507419924];162.1383174000075
[4.112457696000008, -1.9806979999999998];True;[2.3305989353196854, 3.1106206731157098, 1.8971682749867531, 4.976836054298715, 2.380254178552776, 2.8493016082524782, 3.5095348408778637, 4.223606838873339, 1.6533586994660634, -3.7397149201031246];157.57904079998843
[3.24958932000001, -2.0878133];True;[-1.1319344411852708, 0.8145198421510402, -4.398173674953604, -0.3370026098202361, -3.9103590542160327, 2.113529577880654, -0.6766465133714714, -0.9579779100136607, -4.040540260255455, -4.231445351662911];160.76799119997304
[3.641116752000004, -2.0210814];True;[3.1836139158314483, -0.3443731896458022, 1.6038668998878016, 2.1597377458557743, -3.103875198000817, -4.321072837280749, -4.802050006562664, 3.863050496634865, 0.9284260997199496, 2.2028933406255558];163.99760770006105
[3.6087342480000117, -2.4999999999827933];True;[-1.0329170856546233, 1.3130008894160403, 4.755100173126753, -1.230351671859479, -1.6551554488479434, -1.6740679646793648, -3.631160910116704, 3.5326583248168264, 3.4681760094508784, -3.9742522927721735];158.80743740010075
[3.9592257840000005, -2.499999999999264];True;[1.5844183580285058, -4.319679063512131, 3.932619272789374, 4.599586468093218, 0.7485858412795423, 2.7799241714281986, -0.5587814913673315, 1.2028623766662658, 3.275387894147986, 2.8525786614097126];152.16360159998294
[3.4102229040000043, 0.5221710000000002];True;[-0.835113810568392, -1.015406927832169, -3.520586907652735, 3.5507119866556103, 0.9846800157302642, 2.915230629503288, -1.693887285197885, -4.69426479438264, -2.0552267558602857, -2.955454490694197];159.33612670004368
[3.7264021920000028, -1.5975391];True;[-2.70953087588277, -4.2196874088744165, 4.237842825376479, 4.702391450995172, 1.5727183753659, -0.3779745222082347, 2.691403700269404, 0.39716159079687396, 2.496304863561052, -3.4720498218730453];157.39994309993926
[3.677325048000002, -2.499999999997675];True;[2.956532207873568, 1.1482752054279903, 0.8511710206123579, -4.546863599465936, 4.288983008708202, -0.6200221314837959, -2.8407489035021896, 0.09753880910618015, 3.8654303871451585, -2.1537496290170672];158.25830240000505
[3.341010456000007, -2.4999999999976197];True;[2.234215914753217, -1.0270260301000085, -4.421026066021168, 3.5507119866556103, 0.9846800157302642, -1.3454930390663715, -3.72993391009084, -4.712154329011005, -1.1021083309848576, -2.955454490694197];164.85143090004567
[3.7114731360000097, -2.496251582];True;[1.185005383272765, -0.45806432735089, 2.7232406644893183, 2.0529677521815666, -3.766383679222379, 3.341658397548617, -4.762748753851518, 1.146006245186453, 0.9454285728146132, 2.2203612275841467];161.2112838999601
[3.7648722240000017, -2.499999999993142];True;[-2.994210461907847, 1.5367883362798453, 4.882698664791817, 2.153093920020379, 4.327645789075618, 3.749098896072665, 0.16012046804659053, -3.5464365796666555, -4.944179516727692, 1.7750461733484908];161.3327711999882
[4.00794480000001, -2.4999999999989564];True;[2.3697719277826845, -1.343845404834465, 4.004699953031107, 4.657431622487677, 4.769670306158249, -0.9661366514973366, 3.7332372206474407, -3.863031982070148, 0.2748713596790186, 4.7163513765499445];158.71593259996735
[3.887139024000008, -2.3344546];True;[4.896947606030732, 2.353878746179782, -3.6784330861856156, 3.9050091286433037, -0.5548976879393388, 2.274836357303813, 2.299973309342793, 2.3265499907494895, -4.173637118486754, 3.109913750776806];160.09227070002817
[3.650213592000004, -2.4999999999989733];True;[-1.8738241673529468, 0.9297403937956095, 0.5126674283657038, -3.6244950777447293, -2.8725664639422366, 3.320891494372032, 4.733620460279878, 2.9263473195030016, 0.9930364404433198, -3.254075145791983];154.85163140005898
[3.631422888000002, -2.1068599];True;[-3.797767289529848, -0.05846245342204437, 3.8640951902960765, -3.7969731191836376, 2.975712335200976, 2.453350898252888, 3.418719127500114, -2.938238643064519, 0.361357771378114, -1.560340507419924];165.3457919000648
[3.9228403680000024, -2.4999999999982183];True;[-4.451357272549706, 3.1106206731157098, 3.584805546998723, 4.976836054298715, 2.929531637351552, 3.1981651963362836, -3.082138867434643, 4.223606838873339, 1.6406296846004427, -1.7177684436754435];156.59954189998098
[3.1806017280000125, -2.0386419];True;[-4.614514498636934, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 4.72609374924932, 2.1527283524225322, -3.634787233074466, -2.498891216342991, -4.999580418073382, -3.249991299164252];166.27089980000164
[3.1239414720000136, -2.4999999999967217];True;[-3.531291354640188, -2.5389574418166827, -4.275522583752508, -0.7430791665045321, 0.2671076664238815, -4.49683135789387, -2.134716944801541, 0.6837863218890532, -2.325621878091144, -3.477942028463238];161.74874090007506
[3.892053672000004, -2.4999999999996474];True;[3.5011715307777473, -3.0644145249884627, 0.8939930988636524, 2.3730053685774433, 4.799931421716463, 2.3510552249074426, 4.780313936872633, 1.8746819492469013, -2.7645899343651106, -1.757462940442578];160.0305612999946
[3.5953796160000104, -2.493508147];True;[2.9635385956739153, 1.3197405486770073, -4.470430926756793, 0.21463562239959266, -1.6471329907274477, -1.684140257627421, -3.967856928522826, -1.0485547036581664, 3.75125259817494, 3.8217254569265044];159.32741209992673
[3.6875584800000056, -2.499999999943209];True;[-3.9726422074034016, -1.572668980845531, 3.037596036957172, 3.5286785173736104, 4.297995231215673, -2.96698614221601, 2.504460092334857, -2.246134582952042, -1.283912715128702, 2.1939142765507045];157.7344405000331
[3.733877952000003, -1.9092402000000002];True;[1.7680007197296623, -2.4854518951639224, 3.3211675617216336, -2.9846476866100247, 2.1848722966068532, 3.6262528711397355, -1.640576931365433, 1.719606917201732, 3.0388149247581575, -2.883313674749293];158.23286859993823
[4.0037552640000005, -2.499999999999503];True;[4.864713196511467, -1.3475453534554709, -0.23212751296189804, 2.0626360907257544, 0.559098752492309, 4.312804273426421, 3.8051585932408645, 0.18429545721916618, 0.043887030462794074, 3.9061419603243683];157.7231930999551
[3.927363408000012, -2.4999999999993414];True;[4.864713196511467, -1.3473451215608547, -0.23212751296189804, -1.6824876035915506, 0.5496181097779543, 4.312804273426421, 3.7999520495339465, 0.18429545721916618, 0.043887030462794074, 4.12907502243451];152.19669450004585
[3.507846480000007, -2.0833623];True;[-3.445355987903311, -2.4200147773861467, 0.8029324127298227, -2.9846476866100247, 2.07541477283162, 3.7056059014661566, -4.042360064982441, 1.719606917201732, -2.781295803929785, 2.5704596812123226];157.3568453999469
[3.7568026800000043, -2.0738138];True;[-4.7172446862430135, 1.4303396432513213, 1.7884652640268435, 3.5464115878923037, 3.778538613687278, -2.369555496646937, -3.3751139102196976, 3.5932640869262897, 1.0616784619450796, 1.9892944549309308];158.8077145999996
[3.43143432000001, -2.3308942];True;[2.1115231629565097, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0643538082923278, 2.14727526013398, 0.5239208386118825, 3.5900947875152864, -4.1260725600001615, -3.969736915480855];160.99813830002677
[3.337008408000011, -2.49999999997628];True;[2.3343655850833587, -3.9238327055363706, -4.734089670071259, -0.003548367528496854, -2.537389115415375, -1.3734741895647815, 0.6320680432377292, 0.9411703732791667, -3.338541631793397, -0.7055862290620567];163.26456779998261
[3.3065530560000003, -1.7339087];True;[-3.531291354640188, -2.5389574418166827, -4.868700369502151, -0.7418210125211095, 0.5818648437825757, -3.359597875385841, -2.134716944801541, 0.6497108675283467, 0.4161923015546942, 1.4084774887460205];153.90093040000647
[3.6608263200000044, -2.1178784];True;[3.5160258134874933, -2.9605377843147607, 0.8511710206123579, -3.375706360435759, 4.288983008708202, -0.5346950202172183, 2.510396997280141, -3.8082409732141977, 3.8654303871451585, -2.0701486341526976];154.3268362999661
[3.1634143920000053, -2.4999999999979114];True;[-4.614514498636934, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 2.1880370933201125, 2.1527283524225322, -4.080151652571412, -2.498891216342991, -2.811874763211966, -3.249991299164252];159.64380149997305
[3.2863374000000056, -2.499999999997242];True;[-3.79721897231492, -0.6803682972583154, 3.6962718271644963, -3.7571214383401763, 2.4686997013091263, -1.0146644402607592, -4.567480400258569, -3.008371329617124, -2.8341637384749623, -1.560340507419924];162.54109249997418
[3.5127686880000035, -2.2634897];True;[-1.8709722660070063, 3.571221487519324, -4.420201093705568, 2.5325993629988215, 4.928969692313606, -1.6899628739803632, -4.017254509571614, -3.0812850868673567, -0.5430608015769711, 0.018123410244826443];164.25815010000952
[3.4919346240000064, -2.4999999999887774];True;[-4.577014263931024, 0.7717597693003582, 4.358790066396111, -4.096381306045403, 0.18817413952883832, 3.603999396044617, -3.0693108795550472, -0.33192493089093666, 0.8374121828336951, -3.2218641658480895];158.32110199995805
[3.399460704000004, -2.0934609];True;[-3.803926999591244, -0.05846245342204437, -3.614597534525001, 3.510337146058568, 2.989216652830641, 2.450929882533945, -4.740008791068193, -2.938238643064519, -2.052429346380426, -1.560340507419924];160.50853300001472
