objectives;is_feasible;variables;evaluation_time
[3.76154107200001, -2.4999999998861138];True;[2.7444302156933436, 3.613476635562476, -4.0679018433985945, -0.4628826154686063, 4.179287216656331, 3.5553330644017773, 3.596010505680349, -0.8912992349334399, -2.5394974449845185, -2.7815325763003305];171.21389949996956
[3.5227725120000053, -2.4999999999388356];True;[-2.0418842107649238, -1.085196576483467, 3.572254116827171, -0.842527420623103, 0.3327638270947446, -1.5425023523981798, -0.06091796576465036, -4.180877182514868, 2.734943585243572, -0.9947073588855506];177.37518279999495
[3.7894968720000035, -2.499999999999402];True;[4.59845728965424, -0.25464659553683955, -3.159155071531176, 4.717864528280801, 3.22375216443443, 3.951476643164293, -2.1724556148963927, -2.492095591974791, -3.4121049893923896, 3.238566026186957];173.16471219994128
[3.409414848000003, -2.4999999999992504];True;[-3.215548114297758, -1.3404628041504942, 1.3715994551254802, 4.183240177783139, -3.7621640560028338, 2.996831903408271, -4.383102480310787, -1.8381736682032104, 1.1164210187717671, -4.485366282242565];174.79832790000364
[3.9053957760000064, -2.4999999999994693];True;[-3.321126500832381, 4.69948622616238, -1.724322077132098, 1.574919761114403, 1.720164502560925, 3.615820699785882, 0.22152783839373047, 0.8088376330626108, 1.9835391597748506, 4.026513988862082];174.5288996999152
[3.6655351200000075, -1.080847];True;[-4.035910668087377, 4.3644526223145, 4.027975222290557, -4.150064272566548, 3.0004343227727617, 2.2629893431933743, 3.7619714850201955, -4.831282172831939, 1.1320885778556757, -3.031941014058436];188.75897560000885
[3.869271504000002, -2.4999999999990705];True;[4.413014692343319, 2.7524914357138774, -4.198340055766092, 0.631637229818419, 4.2326227305156845, 4.123708099937636, 2.328485622844835, 3.61359167499576, -1.62268579807873, -4.341557484826559];182.5611099000089
[4.072624272000002, -2.3013231];True;[1.2114881949691796, 1.6945787754239507, -0.01763007862567445, 4.768680996136464, 4.298111462897188, 4.635296098195651, -1.7206232488681694, 3.1651979747476915, 4.294162905897007, -0.981844800965062];177.58292640000582
[3.7116725040000076, -2.2810749];True;[0.8168493922146638, 3.506322648959543, 2.87361122238781, 1.1741891314163464, 0.9287262980907265, 0.26416884569672483, -0.16634048473468077, -2.204226771948705, -0.17551994711003527, -2.3810641809043287];178.84978990000673
[3.3545031120000015, -2.499999999996666];True;[-1.153419025984408, 2.8575301304951655, -1.5260134933063219, -2.1832577084773366, -3.300007730302803, -3.325033848897696, -0.4663543956713152, -3.3198931295678347, -1.72202096631663, 2.2395454738391862];178.6778031999711
[3.5590501440000004, -2.497887315];True;[-2.034316111118283, 3.6054491504782558, 0.35626820708300855, 2.2022484575721757, -4.999342595556623, -4.051503792329386, -4.2793496717266795, -0.05802305930066787, 4.949490677163039, 1.8799474654389474];183.80297590000555
[3.683238696000013, -2.4999999999983036];True;[4.452078841958281, 0.7958349496736572, -2.6174423074087763, -3.543551676230262, 0.21510924520187746, -1.5971889163113264, 3.3170040001077172, -1.3425678510972627, 4.494549283865602, -0.8535130068993011];179.11246719991323
[3.36625912800001, -2.499999999997816];True;[-4.481462427726276, -0.44532407450787304, -3.973606131311158, -2.4380350476904256, -1.048511566568553, 4.1310918974990045, 4.099908642966126, -2.2014236187480374, -1.250908308929739, -3.746419291926806];184.8723218999803
[3.5301966480000004, -1.343623];True;[-2.9489919281105195, -1.4540963384413619, -0.011004164723819265, -3.696387766257242, 2.7382420561045, 2.5497741866900556, -1.283042969475944, -0.7018358619040557, 1.0128140613168117, 0.029580537427599474];179.87213569995947
[3.4829101440000123, -1.6756717];True;[-2.17269661118096, 1.0807668048200805, -2.3550346746814954, -3.5203834975936954, 1.5270677501648064, 2.2730428472878152, 2.857474894891949, -3.0361266349508287, -2.0303185535000976, -0.5779411415977611];180.2829478000058
[3.3543957600000036, -2.499999999997673];True;[-1.720526175173227, -4.443491173113073, -0.6536165473874771, -1.7781995414244003, -1.2023099535786406, 3.7172382924149936, -2.020103871885197, 0.6393628198886612, 0.3124687577082774, -4.754735057623166];183.77388469991274
[3.5565858000000117, -2.4999999999932494];True;[-4.165794922103991, 2.4202612073670213, 2.3587317821257727, 0.566748452069195, -1.2937900968036997, 2.490861270517488, 4.306758822590599, -2.6642104154085713, -2.072354990276728, -4.490460500818639];186.03697310003918
[3.586343040000009, -2.49999999995802];True;[1.930210692158881, 4.584981537531442, 2.154145293392485, -2.0609680008822084, -2.90514981206474, -1.4422842549931003, -2.5265817335512297, -3.649589089087546, -1.472039855787619, 4.221663336900823];185.81872410001233
[3.2711018400000125, -2.499999999995758];True;[3.367798462598424, -4.689469805452347, -4.709794475604461, 0.2591959994569635, 0.7224635064851377, -0.865267234060183, 1.0141545621009262, -4.618059158444297, -2.9299090534422345, -3.311226679377679];186.07632459991146
[3.460604472000001, -2.3436737];True;[-2.435479873383052, -2.7879124427183877, 0.3727856620225314, 3.7994650450574134, -0.48807503310459666, -4.435293137888921, -3.6554604854824504, 4.914998369512608, 2.727623326510721, -4.99951161896231];199.20512300007977
[3.857710968000014, -2.4999999999998055];True;[4.170416667448263, -3.209610929272051, -0.9493342683656492, 3.1985270389534293, -1.501659017731881, 4.197934758912986, 1.98633627500009, 1.5935074380487722, 2.596374732539731, -0.6847792529816843];185.80702529998962
[3.4750499040000076, -2.3138418];True;[1.4897106001279692, -4.056591982482387, -3.199266971360686, -1.4284153210296013, -3.0605555424205475, -1.8438219305003178, -1.1948414424631295, 4.875914131223645, -1.6392823671737777, 3.7391144076823952];191.04102410003543
[3.678807456000008, -1.9857748];True;[-2.016040576443332, 3.7495672200993084, 2.1191134498689648, -2.0350868846692682, -1.1655723877581439, 4.838278180491672, 0.6059344506893138, -0.7055019406198344, 2.5147161061840784, -4.790231766063772];188.37303620006423
[3.7209676320000136, -2.496157176];True;[-3.8848486244513234, -4.133668671146924, -4.341369904057874, 4.480812443441678, 4.4729260500816945, 3.393084648668129, 0.11626170998524898, 3.2520246595492353, -1.9388041210179061, 3.650596105046427];181.4387190999696
[3.7636148880000055, -2.0931816];True;[-4.4416056318398525, 2.0034070546314995, 3.2605626165324804, 1.4618912459324909, -4.76706704405077, 2.1913156746649864, 4.463908775000014, -0.21662777573966974, 1.49421319124955, 1.591437615487394];162.428715200047
[3.615810408000006, -2.4999999999722697];True;[-4.559344985081876, -0.14369411878967386, -2.9501721878909617, 0.9056737180334586, 3.2125257551273587, 4.529567865561612, 0.18975820132438082, -2.499123647709427, -1.610724576624495, 3.124174573628108];170.3971192999743
[3.4071109920000007, -2.3985316];True;[-1.8202996696942817, -0.41989015753431325, 0.14757442968841072, 2.6674714413882623, -3.0173189223628225, 3.6741389646311102, -3.188705893098882, 1.0391793923904311, -3.8041155580830477, -4.741387468928481];170.76075280003715
[3.3649916400000093, -2.1711861];True;[1.4806061152358563, -3.615667656169274, 1.036491583975506, 0.22671629600375387, 1.9469996682636315, -0.9236820037051647, -4.325464103111801, -4.781251865223256, -3.089574001857061, 0.6315120700942192];174.03577870002482
[3.404495448000006, 1.2891530000000002];True;[1.8651331858985654, 3.1434318846667217, -3.6310163894313154, 4.676858383372821, -3.7189821112224553, -0.7045586194553806, -4.555348290090264, -3.8651108553861073, -3.868027935791186, 1.0731660203817475];179.55079539993312
[3.441031632000005, -2.499999999998821];True;[-1.126467513024449, -0.44532407450787304, -3.9949788031870317, -2.4380350476904256, -1.048511566568553, 4.432629125131438, 4.046040832095235, -4.810634325927234, -3.4844546631527638, 0.9767830609937538];167.5338170999894
[3.929961672000007, -1.5429749];True;[4.840786349151646, -4.039751884721891, -4.3525750635339975, 3.9537153462962418, 0.4561347676953891, 1.547106460026039, 4.782130702249441, 3.189747829431937, 4.983999686231943, -0.6186241481344346];166.04289129993413
[3.355683120000008, -2.499999999591339];True;[0.31786703941852945, -1.2468859050311225, -3.6406710485429907, -4.351425497070908, 0.11315571424066073, 0.08452256512915923, -3.169422828421955, -4.296831242073937, 2.934814333913157, 1.410574803306303];166.02557259995956
[3.9757392000000085, -2.351461];True;[1.1707214295811326, 4.492511565141709, -1.6962980415739926, -0.24969475396630392, 4.29362154189236, 3.615820699785882, -1.4961131772515146, 0.7213340929989083, 1.9835391597748506, 4.026513988862082];168.79957570007537
[3.8346635520000034, -2.0897613];True;[4.413014692343319, 1.0220486301329401, -4.198340055766092, 0.631637229818419, 4.399403626676534, 4.106912580086448, 2.328485622844835, 3.61359167499576, -1.623933761348845, -4.362085645319113];172.35055589990225
[3.8981342880000103, -2.2297062];True;[-1.582434402899597, -4.597080316022496, 2.892926917439631, 4.232721183204097, -0.36727842221704954, 3.3099201692750393, 1.2664827903638103, 3.17539222626578, 1.134457826864205, 3.804064600968653];164.30985100008547
[3.666207744000005, -2.0241105];True;[-3.698986823614838, 4.75584678086852, -2.0537641408628993, 2.9998343810001193, -2.9319011881708423, -1.7239395813234841, 4.985141703900817, -2.9775225895843116, -0.12158017981303537, 3.2987107830663893];167.0762054999359
[3.3804075600000068, -1.7385988];True;[-1.153419025984408, -2.781558817464385, -1.5260134933063219, 3.815790557424123, -0.4633417653261467, -3.325033848897696, -3.6590554412002905, 4.878153922424968, -1.72202096631663, -4.763156615165986];173.26332349993754
[3.3664546080000024, -2.499999999999169];True;[-3.698986823614838, -1.1343173803810476, -2.0537641408628993, 1.6543005537995414, -3.7172296869747776, -1.9434959576944086, 4.985141703900817, -2.9775225895843116, -3.5377258045085926, 1.0779615692715345];172.74908030009829
[3.1972155840000043, -2.4999999998619282];True;[-2.5807070580676426, -1.2333433759776637, -4.487862096531746, -4.351425497070908, -1.590963900851637, 0.08452256512915923, -2.5013571945003035, -4.1161605283170815, 2.934814333913157, -1.3382556357168998];169.94443400006276
[3.6116273520000046, -2.1189119];True;[-2.95481386732104, 3.0540594914025974, -1.160842022363287, 4.714495223923741, 3.473789226970492, -0.673008978520925, -3.509351072972942, -3.7987537879069655, -3.8660827126106923, 4.725483036388839];173.89933929999825
[3.234201264000008, -2.499999999995907];True;[-1.720526175173227, -4.3349163876053245, -1.437770052104103, -1.6103814794753992, -1.2231546746688722, -1.8595004673948226, -1.9912610655067433, 1.018701809974509, 0.3124687577082774, -4.622103651620772];169.2844955000328
[3.4504522560000055, -2.499999999998608];True;[0.17515545584006453, -0.672249303966737, -3.646014553194392, -4.932609295259821, 2.2812263034016693, 3.470774231704633, -0.11728678338692022, -2.259180748442379, -3.193057659543457, 1.4363633372466902];166.7369988000719
[3.7716194160000023, -2.2067052];True;[-2.9080167176945153, -2.6080052015441164, -0.024500675340484945, 1.2636011662431255, 4.703454760496824, 2.5449210383716396, 2.7299910065170083, -0.8063592352201576, 2.4663965085712825, 0.05053430092099798];166.6738232000498
[3.6650504160000015, -2.499999999962392];True;[-3.321126500832381, 4.4212311437821565, -1.724322077132098, 1.4878380575875627, 1.720164502560925, 3.615820699785882, 0.22152783839373047, -2.2082357586176284, 1.9353641953544938, -3.670004396857978];169.1902944999747
[3.851597952000005, -2.4999999999994325];True;[4.751816905136952, -1.3718506605378376, -0.9493342683656492, 2.973372037591221, -1.501659017731881, 4.111556747794793, 1.98633627500009, -0.7971030537639547, 2.596374732539731, -0.6847792529816843];162.05191050004214
[3.389377392000001, -2.3291266];True;[1.4897106001279692, -4.056591982482387, -3.199266971360686, -2.170730703553059, -3.0605555424205475, -3.366261121768328, -1.1948414424631295, 4.757406672546953, -1.72186452835095, 2.2386460677777333];165.58437980001327
[3.5831762640000098, -2.4999999999970077];True;[-2.0418842107649238, -1.085196576483467, 3.2451609244456314, 0.5371296971410295, -1.3250648016876503, 4.324534249539154, -0.06091796576465036, -4.180877182514868, 2.692537191089356, -3.4176229877955775];169.58529269997962
[3.7457907840000026, -2.499999999998242];True;[-1.0093580320867688, 2.1026954228225447, 3.993791173527651, 2.8693456637935393, -0.507564253584958, -4.761681182090866, 2.112790001394278, 3.430159319358122, 0.4221491895802032, -2.436124346792634];168.88180870003998
[3.673746576000003, -2.499999999998773];True;[4.59845728965424, -0.45336210572345514, -3.3070856119548417, 0.27590223312547124, 3.0869741238262214, 3.951476643164293, -2.1724556148963927, -2.6340347603472405, -3.3894385121570325, 2.9244145086397326];169.5616625000257
[3.4481566080000055, -1.477266];True;[3.367798462598424, -4.682688949214315, -4.709794475604461, -2.0052462750898856, 0.7426281725284001, -0.9493809771802426, 1.0141545621009262, -0.6903562166235568, 4.005562889326502, -3.6557894169672585];167.91710690001491
[3.742420752, -2.499999999998269];True;[3.9253922999963216, 0.7094207933080074, 3.3695979927307906, 1.6535134879453741, -0.7265722614720089, -2.5473276135778535, 1.6858541027985288, -3.6094542002336794, -0.23483882707275883, 1.8346211257214518];170.4579272000119
[3.3958092240000126, -2.4999999999556386];True;[2.069659198758398, -4.443491173113073, -0.6536165473874771, -1.8060459832442137, -1.4867957752561762, -1.7207797183094966, -2.020103871885197, 0.6549129544529926, 0.3124687577082774, -0.8928360754114111];168.26958279998507
[3.546027720000011, -2.4999999999966502];True;[3.283519763137164, -3.853307409102108, -3.159155071531176, 4.717864528280801, 1.1474418701337104, 3.951476643164293, -2.0942179079555965, -3.789602430708664, -3.4823316635782855, 0.24624076257238947];168.32539920008276
[3.411770544000006, -1.6835906];True;[-2.856510602540177, -1.127422583182002, 3.391201654522529, -2.6620325575095953, 3.9368014423148416, -2.4948618942794525, -3.860101980371642, -4.811693563738544, -3.488507364636792, 4.725483036388839];174.046304199961
[3.7885650480000006, -2.4999999999989893];True;[-4.135670882610627, 4.390177736472722, 0.4798948020102154, -1.9059855175500702, 4.4729260500816945, 3.393084648668129, 0.11626170998524898, -0.538109186833007, -1.9388041210179061, 3.8627679492595144];161.94061990000773
[3.207481632000006, -1.5007169];True;[-4.581805095320022, 2.7436179576375554, -3.336069691295876, -2.7789592145966924, 4.176679973403505, -4.654702266242488, -3.334344816125647, -2.030035492602407, -1.2500478858531534, -3.659778336894241];173.19834070000798
[3.2279733360000007, -2.1753037];True;[-2.723418604376711, -0.6587067749132782, -4.493205544457592, -4.932609295259821, -2.2520908078976434, 0.08405835946132001, -0.22216547820885424, -1.6065442826875695, 0.36035446364316126, -1.3124671017930745];164.83201999997254
[3.9237078240000054, -1.7966582];True;[-4.195289856651829, 1.8993321613325773, -0.04565411418349519, 4.134220458250364, 1.7246161469345451, 4.373891610216135, -0.0029822332216493663, 3.252701452250305, 4.294162905897007, -0.981844800965062];164.70682940003462
[3.5175247920000015, -2.4999999997075957];True;[-2.17269661118096, 2.81120961028387, -2.3550346746814954, -3.5203834975936954, 1.3598610533982798, 2.289837701355803, 2.857474894891949, -3.0361266349508287, -2.0290705902299826, -0.556733722194837];163.81404349999502
[3.345773256000009, -2.4999999999975575];True;[-3.2688804042174073, -1.3404628041504942, 1.4595554809490452, 4.183240177783139, -3.7621640560028338, -0.7748912352169408, -4.299781664880779, -1.8422210111240687, 1.8279037363759496, -4.485366282242565];167.33251569990534
[3.4364628000000117, -2.499999999975668];True;[-2.435479873383052, 2.8511744127043945, 0.3727856620225314, -2.2000847112754167, -3.2420980108075383, -4.435293137888921, -0.4627564196561058, -3.4328868462767446, 2.727623326510721, 2.1524880366253902];168.08963820000645
[3.5550139680000092, -2.4999999999977343];True;[1.930210692158881, 2.462882079078728, 2.154145293392485, -2.0609680008822084, -2.226424235248909, -1.4493204485315874, -2.5265817335512297, -3.649589089087546, -1.472039855787619, 4.221663336900823];165.6111389999278
[3.3166175760000054, -2.4999999999543006];True;[1.9634320455296672, 2.7332230449203743, -3.6310163894313154, -2.737566525413383, -2.39599918965638, -2.526411535239821, -4.555348290090264, -4.878633172995082, -0.05901322577640644, 2.4344316165207185];171.68585049989633
[3.646631016000004, -2.4999999999993165];True;[1.598592855103254, 2.2066335832536774, 3.2747787107065522, 3.436609136435715, -4.242678116051257, 1.959143365767213, -3.878136687391365, -4.315091482216219, 0.6442183024996737, 0.9414230985905654];170.62883090006653
[3.756454920000013, -2.3474097];True;[-1.5729225430309888, -1.4493358929592748, 1.0662074227312086, -3.696387766257242, 2.8562477880772716, 2.373946052314973, -1.283042969475944, 3.9744654014865, 1.0128140613168117, 3.427950586122952];162.9471669999184
[3.3628424400000134, -2.4999999999919718];True;[3.043112308726174, -3.678156518773914, 0.7760680527758002, 0.37026411811812654, -2.237352296029951, 0.14667569894642307, -4.308678328252379, -2.865160044474652, 0.2123715190799793, -2.9719935247056584];171.19412329990882
[3.5072008560000087, -2.0148137];True;[1.9698857258302516, -0.5272635940130834, 0.14757442968841072, 2.2765286186360494, -3.2809600212554093, 2.426180525859282, -3.2175486994673452, 0.6085529810413244, -4.219848272117124, -1.0126939951384504];172.16922829998657
[3.606284592000006, -2.4999999999991855];True;[-4.481462427726276, -0.17989727738515437, -3.973606131311158, -2.3509532363841794, -1.048511566568553, 4.1310918974990045, 4.099908642966126, 0.8156497756225467, -1.2027333466591579, 3.948108096772582];159.79168409993872
[3.4259764320000023, -2.4999999999990075];True;[-0.5175429462601726, -3.2048204370091127, -3.0712855102505343, -0.9078272726053636, -2.490673148197813, 0.3378314383339658, 2.8934667320145904, 1.6005889286044994, -3.7433805848988886, 0.5137192645787074];168.31443829997443
[3.4110385200000066, -2.499999999745314];True;[-1.153419025984408, 2.8575301304951655, -2.7820328450661727, -1.4409423259538787, -3.300007730302803, -1.8025946570698737, -0.4663543956713152, -3.294314973340848, -1.6394388051394577, 3.740013810337092];167.4490766999079
[3.662807256000003, -2.499999999998976];True;[0.06641633137555614, -1.580645336020484, 0.03482667102238679, 3.072407384406567, 0.34545908150887317, -1.5636691341384301, 2.057852322147765, 2.3994959036793952, -1.5945424268478297, -0.8631610067898006];166.4149723999435
[3.4932060000000127, -2.017224];True;[-2.435479873383052, -2.7879124427183877, -0.027216821960613702, 4.033705581096411, 1.117887074363761, -4.435293137888921, -3.6554604854824504, 4.914998369512608, 2.727623326510721, -4.930345653488571];170.0987865999341
[3.383103024000009, -2.4999999999984235];True;[3.367798462598424, -4.482774011157334, -4.56174268294082, 4.6905089817573025, 0.8592415219818623, -0.865267234060183, 1.0141545621009262, -4.64714628068015, -2.952575530677591, -2.9970504013370576];168.01099420001265
[3.6280848240000108, -2.4999999999993414];True;[-4.160697773669824, 1.6591728975459765, 0.17715979880578425, -3.6790622855265376, -0.8148320468695487, 0.7346322110676597, -2.272571685450284, -0.6442057598323553, 4.989444767756209, 4.7778558944426806];155.69670870003756
[3.9640415040000097, -2.2230074];True;[4.5796944703408045, 2.738352663558947, 0.5213346058987918, -2.423097342831664, 0.618826759924282, 1.547106460026039, 4.821371148486089, -0.6003841207619045, 4.923502525790376, -0.4062754570643712];165.74206870002672
[3.282524784000013, -2.4999999999936744];True;[0.17515545584006453, -4.56803832979001, -3.646014553194392, -4.932609295259821, 0.6924039084259863, 3.470774231704633, -0.16742277948550344, -4.5802828676418414, -3.193057659543457, 1.5178308127840574];167.72777890006546
[3.631785336000004, -2.4999999999975966];True;[-4.146616058501523, 4.695527289920214, -1.724322077132098, 1.574919761114403, 1.720164502560925, 3.6356563439627085, 0.22152783839373047, 0.8088376330626108, -1.5770532286169618, -4.270438380522286];172.29667079995852
[3.54154507200001, -2.4999999999969766];True;[1.4485712805657758, 2.554453681846452, -1.204765929732367, 4.283981983715834, -3.7284188604068986, 2.996831903408271, -4.383102480310787, -1.8381736682032104, 1.1164210187717671, -4.485366282242565];175.47822580009233
[3.554788248000013, -2.4999999999982383];True;[-2.95481386732104, 2.8807751707021807, 3.391201654522529, 4.714495223923741, 3.473789226970492, -1.7631994912434044, -3.860101980371642, -3.7987537879069655, -3.8660827126106923, -0.8437798400933749];178.13659939996433
[3.4191110880000126, -2.4999999999982445];True;[-3.698986823614838, -1.1343173803810476, -2.0537641408628993, -2.484313730660533, -1.2025824764991473, -1.7672235948551716, 4.985141703900817, 0.9080108707800776, -3.5377258045085926, 1.0779615692715345];166.77797439997084
[3.4913626560000024, -2.4999999999556097];True;[1.4949950576592432, 2.401020105564872, -3.0712855102505343, 3.347280880198402, -2.490673148197813, 0.2932388976380941, -3.393500798305981, -0.8253958648603632, -3.832241850102958, 0.5137192645787074];171.31331340002362
[3.2362329600000015, -2.1272351];True;[-3.811143709307521, 2.7436179576375554, -3.336069691295876, -2.7789592145966924, 4.73712121644501, -4.654702266242488, -3.334344816125647, -2.030035492602407, -1.2500478858531534, -3.659778336894241];173.0895241999533
[3.3554725200000135, -2.4999999999985034];True;[-2.5789017950072823, -1.2226620482462534, -4.487862096531746, -2.171906708413524, -0.05573586033322542, 0.18350696627422836, -2.5013571945003035, -4.346155142584198, 2.934814333913157, 2.392206947915964];168.1033542000223
[3.4968937680000116, -2.499999999996998];True;[-2.0418842107649238, -1.085196576483467, 3.572254116827171, -0.842527420623103, 0.3327638270947446, -1.5425023523981798, -1.2590117335064084, -4.180877182514868, 2.734943585243572, -0.9947073588855506];174.9005358000286
[3.6995065200000066, -2.4999999999965272];True;[4.170416667448263, -3.209610929272051, -0.9493342683656492, 3.1985270389534293, -1.501659017731881, 4.197934758912986, 1.98633627500009, -2.9557002105426413, -0.17868221794162142, -0.6847792529816843];165.55088789993897
[3.4740640800000055, -2.3271794];True;[-3.0418562693257525, -0.25464659553683955, -3.159155071531176, 4.212017674165816, 3.8120186729217767, 3.951476643164293, -2.1724556148963927, -2.492095591974791, -3.3367487410165415, -3.882274966978938];167.19598760001827
