objectives;is_feasible;variables;evaluation_time
[3.7533132000000107, -2.499999999999357];True;[0.49186249336294985, -2.8318761580405463, 3.713099765357807, -1.5130842392576072, 0.92921483954599, -1.1290917611879578, -0.17108767952597148, 2.606428951806649, 3.935828497007803, 0.5331941528719364];176.48669520008843
[4.028452272000008, -2.4999999999959917];True;[2.728308072631341, 3.2181028923894885, 3.1202600255674326, 4.62202812120092, -4.515598717928687, -2.0186428843600837, 4.779192926647376, 2.6399797578241664, 4.8407824007188776, -0.11200983806446807];165.40831349999644
[3.4055957520000013, -2.4999999999974913];True;[4.252579891060055, -2.538102332029424, -4.322424468501474, -1.1884887943479718, -4.375559271725389, 0.520082993244813, 0.0978417147856172, -3.2346634464685717, 4.047932292895979, -2.7927097176160554];169.00611740001477
[3.4851379680000125, -2.42774489];True;[1.72587841191101, 0.9110622368928674, -2.8099402083333036, -1.79531429022455, 0.7586462012582418, -4.762689447035877, 1.496936493706304, -0.052256230055006014, -4.036160679421171, 2.7128168418013674];180.3800485000247
[3.5552269440000117, -2.4999999999990545];True;[-2.7066621463997187, -3.8116938576016324, 1.5172746471917362, -3.1813231925737986, -2.2177004265104405, -0.11721079904680565, 3.3925792207784244, 3.798751846562551, 2.241557729084036, -1.5217479585471683];152.92665719997603
[3.4693706160000004, -2.4999999999984706];True;[-2.2524593143373375, -1.3269026148782617, -2.494867206607597, 0.49894193505204765, 2.6876045349434, 1.7915926087447005, -0.27374249100882864, -1.8873466640930516, 0.5612002285687323, -3.885034726184231];157.98764029995073
[3.4615263600000086, -2.499999999999573];True;[1.9991241419829162, -1.1433823620342096, -3.4831677072237124, -1.9138872391064519, -0.6787037035923191, 1.5191209919204294, 4.256549146984584, -4.749737880274846, -4.859668293492012, 2.109608740774174];160.83883669995703
[3.6269804160000003, -2.499999999997189];True;[2.3126237525916267, 2.9304133048551293, 1.7711703188364334, 2.1792576297442823, 2.1185876357104068, -0.7533718005473187, -3.6785651139719566, -3.644027822367417, 1.518155211904725, -4.038460207397221];160.17899350007065
[3.6092308320000015, -2.499999999995156];True;[0.10580856241291059, 3.8327983506955388, -0.673879086251155, -2.157569383836131, -1.1598622664127523, -4.582847542643494, -4.3818612264753245, 3.502597128625336, 2.5825416304421935, 2.8262515519020157];166.66020779998507
[3.500835336000013, -2.0789942];True;[1.488182151728818, -3.429355019302408, 1.6751603044940433, 2.7330950471241087, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];157.8426344000036
[3.786847848000013, -2.4999999998777334];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];155.6094116999302
[3.833741448000014, -2.3881843];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.350684556886499, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 3.7756376222935, -4.36869388406513];156.33517959993333
[3.612204720000012, -2.494189445];True;[3.445633959162338, 4.20817546840569, 0.41278925636895725, -4.384031550389793, -2.3598239126371565, -0.07101090505629593, 2.6707045797487963, -2.4132024318227883, -4.362490660475956, 2.8849522893991733];157.60093049996067
[3.240777816000004, -1.057607];True;[-3.976256725063961, -3.7827241903247177, -3.5372543304486923, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.7072245525844085];166.37840079993475
[4.027734936000005, -2.4999999999990883];True;[-1.7259839014835898, 4.778323147034454, -2.3790670571365427, 1.846774939525253, 4.649544598669413, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3054743224035006, 2.4253984884066773];150.60926249995828
[3.598257816000011, -2.4999999999986033];True;[-0.8481021856966287, -4.748407487259316, -3.2382657424087755, 3.9937084532640057, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.5911307815025886];149.21890380000696
[3.740782392, -2.0447172];True;[4.0671719849340775, -4.839510160273017, -1.2794652118092809, 1.8220076054401613, 0.7728331066497045, 1.6584773366957686, 3.8566285605436583, -3.4359190150202834, 1.3583543949588561, 2.003794394861485];152.80613959999755
[3.4834542480000064, -2.499999999999355];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7721892338163556, 2.447878188966639, -0.7020241648487682, -1.4211405676650148, 2.717861147756894, 0.009564954321932717, 0.4704580430937586];152.3204917999683
[3.332648448000006, -2.499999998678885];True;[2.3547859817921424, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.7799811515991886, -1.101245923661148, -3.5592448798906684, 3.160867444971087];158.88877889991272
[3.6473369040000008, -2.499999999999336];True;[-4.519571248567285, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, -1.1504617988877253, 2.6788554890444596, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];155.25477410003077
[3.5591317920000005, -2.0347189];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -2.003000507293573, 3.941300125546878, -4.549629939333062];159.55448289995547
[3.690569520000006, -2.4999999999968505];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.8063259413394599, -3.609969747394859, 0.1776810595113787, -3.658111215280573, 0.16856092604265527];166.71603300003335
[3.1711603680000118, -2.499999999998406];True;[-4.1738793270607575, 2.6067569029414317, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];160.77754489996005
[3.7152753840000026, -1.9711903];True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];159.93743080005515
[3.7849723200000103, -2.4999999999998166];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];155.77668310003355
[3.983366808000002, -2.499999999999271];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];150.2169635000173
[3.6879267600000016, -2.499999999997893];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];154.1502879000036
[3.517028640000003, -2.137269];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];154.62367710005492
[3.757036392000007, -2.1284139];True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];153.69267540005967
[3.364482528000007, -2.1390143];True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];154.585716499947
[3.732857136000009, -2.499999999996627];True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];150.9117155999411
[3.4349469120000116, -2.4999999999870894];True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];157.59353569999803
[3.9923606160000014, -1.7284229];True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];146.2057228999911
[3.386486016000001, -2.4999999999979616];True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];148.29790749994572
[3.7950662160000093, -2.2802935];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -1.7477239574002468, 3.9766685944546296, 1.4134115989155251, -3.6840340019294846];153.70660479995422
[3.5971045920000084, -2.4269583];True;[-3.815002741584625, 3.03865118738764, 3.1204631612998237, 4.681068104851249, -3.9251550451787987, -2.0210937442389283, -0.8060440931707489, -2.286614873005327, 2.2267628892584304, -0.8804277099195374];153.76232239999808
[3.5468042400000064, -2.499999999999316];True;[-2.2023301202351897, -1.538056946898697, -2.39481452294028, -0.7721892338163556, 2.4510679105347046, -0.525343160133883, 2.8705780473170206, 2.717861147756894, -4.063236872970977, 0.46035420434555707];156.89080000005197
[3.4888611600000092, -2.2465639];True;[1.488182151728818, -3.429355019302408, 1.6787055550584027, 2.1751834658021134, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];157.24001319997478
[3.4831518480000074, -2.1320984];True;[-1.468422978049103, -1.3636235789004525, -2.092539256505162, 0.13363300450941296, 0.2142076238957218, -1.5519043241426864, 2.7823267093983337, -2.003000507293573, 3.941300125546878, -4.534928988908308];163.42777569999453
[3.3683973120000044, -2.499999999989379];True;[4.252579891060055, -2.538102332029424, -4.337709816757527, -1.1884887943479718, -4.426911623069424, 0.520082993244813, -2.7419198954074178, -3.2346634464685717, 4.047932292895979, -1.6084759537276643];153.1057310999604
[3.517290648000007, -2.499999999997361];True;[1.9991241419829162, -1.1433823620342096, -3.4831677072237124, -1.9138872391064519, -0.6787037035923191, 2.8761156937329777, 4.256549146984584, -4.749737880274846, -4.30925357093805, 2.7838842610445393];154.65133759996388
[3.4431546960000112, -2.4999999998677556];True;[-0.48340060324537193, -3.5170453290550294, -2.099413949106644, -2.639105781765233, 3.4862214165174117, -0.5702837834026662, 3.769008399464406, -4.71495136076873, 0.4257780281032053, -1.4514548704315997];153.44406689994503
[3.293171424000013, -1.8320585];True;[1.2430462625565633, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5275096157836794, 0.5617767222091318, -1.101245923661148, 2.4031143706341425, -4.91533943018723];161.2525142999366
[3.4998441120000083, -2.0006507];True;[-1.0051988522820174, -3.1685693662045553, -3.0454712103174324, 4.153418918527828, 3.544038614175245, 4.780166930192703, -4.240368216965321, 0.4988743457671605, -3.6074541946367433, -3.079604332027834];161.84149120002985
[3.399572808000004, -2.4999999999994222];True;[-3.0088551858324366, -3.1874988159743314, -2.7821032210462358, -3.18374837476968, 4.117993903698922, 1.3551417368440344, -3.75861509767077, 3.9099325643272573, -3.7708287372200147, 0.4961925472028632];153.34687399992254
[3.6196988400000047, -2.1249102];True;[-0.939791865141685, -4.547214826355105, -1.9471360296395432, 2.4363952244733946, 1.6003019032789387, 2.4850614538920732, -3.4991815718362833, -2.6544732781191493, 3.013761401535116, 4.430900760902745];154.15195779991336
[3.6644790960000115, -2.4999999999986957];True;[4.266805665776413, -4.748407487259316, -3.2382657424087755, -1.6442030658522322, -4.602891972450834, 2.374938629876528, 2.565296437534427, 4.5666502199836865, 1.3207740657104017, 1.5911307815025886];147.9633557999041
[3.354106968000009, -2.4999999999963287];True;[3.238729085864062, -3.1947239189765453, -2.49836978014765, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -4.608382886778114, -3.7708287372200147, 0.4289939085279064];153.14670569996815
[3.773165328000011, -2.2625269];True;[0.8371196461488981, -4.797300428737404, 3.726971554953151, 2.190158069706202, 1.3642768668755907, 1.2130358840958095, 0.6209427159935754, 4.233511542150986, 2.828570481721142, -4.73369971657482];156.36612939997576
[3.6425829600000013, -2.4999999999994706];True;[-2.2610111093549925, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, 2.7418730861153424, 2.6788554890444596, 0.5416813362214739, -1.7573542805124127, -0.7923503359420412];149.9320101001067
[3.619520208000007, -2.4999999999528493];True;[0.2302795835217153, -3.5145187098310604, 0.3415837855887558, 2.6470744539527353, -2.095562487418107, 1.7171257447865846, -4.487361531467323, 0.3843686725930482, 0.5809109849636211, 4.566494567816441];153.56463180005085
[3.1921560000000015, -2.4999999999984883];True;[-3.216949956017432, 2.5844941079519836, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.7843041784623166, -3.592173845424247, -2.3184266938833256, -4.859642145097199];160.75879029999487
[3.7704603600000053, -1.9975114];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, 2.6427110426523828, 3.648725329638043, -0.2024633307145609, -1.8802669127257987, 1.0079345221735991, 3.9593216291251956];153.29231889999937
[3.304960488000011, -2.497013608];True;[2.3547859817921424, -3.34304987317384, -4.964434187858894, -0.24438555309599164, -1.659555454518875, -2.5837188208200956, -0.9598041796302794, -1.9526167430390757, -3.7028532608215357, 2.863037357732035];158.4576503999997
[3.928093056000004, -2.499999999999531];True;[-1.7259839014835898, 1.2960842920734754, -2.3790670571365427, 1.883589285910923, 3.479122002743758, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3082734535397746, 2.4253984884066773];148.4681234000018
[3.6611928720000075, -2.4999999999988187];True;[0.49537243235226625, -2.8318761580405463, 3.761628466550838, -1.5130842392576072, 0.92921483954599, -1.116093701820086, -4.512933324038972, 2.606428951806649, 3.9478140372866957, 0.5331941528719364];159.34081379999407
[4.097242008000005, -2.499999999997753];True;[-4.443054980623024, 4.778323147034454, 3.924967060515599, 1.5404075770792902, 4.577521794669673, 3.875313388926932, 3.1279051357451233, 1.3734322713413967, 1.3054743224035006, 2.426858409130834];147.41218549991027
[3.6389556720000105, -2.4999999999925855];True;[2.3126237525916267, 2.9304133048551293, 1.767625068272074, 2.7371692110662775, 2.1185876357104068, -0.7533718005473187, -3.6785651139719566, -3.644027822367417, 1.518155211904725, -4.038460207397221];157.75531179993413
[3.4687452960000114, -2.499999999999477];True;[-1.6001085585399002, -2.400339156008682, -4.1698037351217705, -1.9167167473460758, 3.445492117426835, -0.7018395236825871, -1.5842159296576588, 2.239481482267162, 0.0880189793785906, -0.009904092247753987];150.34699869994074
[3.7695408480000054, -2.4999999999991864];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.819367114723293, -1.1181946601810955, 1.3550252134210727, -3.658111215280573, 0.16856092604265527];156.43568659992889
[3.8808843120000103, -2.499999999997625];True;[2.947355895335203, -1.5735822807819626, 3.1657987677030754, 0.4169027496696329, -4.515598717928687, -0.23194835898944066, 4.8929034266480755, 2.6399797578241664, 4.8407824007188776, -0.11200983806446807];147.86007739999332
[3.8610708480000118, -2.49999999999886];True;[2.178896080402848, 1.217570976865594, 1.6509216648483962, 0.3522059819678187, -2.6914520711490755, 4.212246741461808, 3.8736547699109414, -4.0481488554649445, 3.2379834355367194, 1.5694442381422498];155.37080780009273
[3.5353072080000074, -2.4999999999997224];True;[1.5621340728096311, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.739457584085197, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];150.9927112000296
[3.3456682800000053, -2.4999999999993894];True;[-1.1177281553047758, -2.0218583200731945, -2.25847183588135, 2.2130341794900135, -1.68281603376295, -4.859306795092734, 2.1025919666295616, -4.406893720056946, 2.54753735931865, -2.8240440926990242];156.3587867000606
[3.5263540080000126, -2.3347726];True;[-1.9959938246671411, -4.748407487259316, 1.3452582273465734, -2.9799942134616537, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.8002803067721183];149.1646322000306
[3.6582760080000054, -1.985838];True;[2.2863512207475853, -4.895776879935768, 3.726971554953151, 2.190158069706202, 1.457434855200332, 1.2130358840958095, -0.6983106636187538, -3.231405683283042, -3.4864736156406124, 3.6026459751704696];160.58327499998268
[3.530920464000012, -2.2776399];True;[3.540510782139683, -3.818918960603648, 1.5172746471917362, -3.8609548875733766, -2.069769858916233, -0.11721079904680565, 3.8758876074617428, -4.021169595021308, 2.241557729084036, -1.01866929265089];155.7261387000326
[3.267861840000011, -0.804729];True;[-4.164898998625587, 3.1554064071161694, -2.4095627964000554, -2.717692454729883, -1.8861898840968672, 0.7747306635110887, -3.4904402616894203, -3.9825766033873986, 0.6166467306937697, -1.8055023861532185];159.98254829994403
[3.4296404400000062, -1.6030482];True;[-0.36386760441707544, -3.4806337052229095, 3.1950587786360307, -2.717692454729883, 3.5910196614381595, 0.7747306635110887, -3.912648016644158, -4.717303208939892, 0.671774269148568, -1.4607453325205366];162.4832435999997
[3.9285606960000052, -2.4999999999992295];True;[-0.8192710818367583, 1.225502170381735, 4.008139507557555, 4.000591060716159, 0.5117548326266355, 3.154808542632007, 3.657176971362469, -0.3976419193501659, 0.7936033658949211, -1.4568717341956052];152.03725469997153
[3.7720842480000045, -2.4999999999979416];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, -0.6630177117669531, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];150.99185280001257
[3.6442260720000035, -2.2136917];True;[-3.1082404432093194, -1.2628949233584676, 0.2473190839903694, 3.8492053326909, 1.4234413028133317, -3.958429289493748, 2.260984995248185, -2.823540291215111, 1.8973014153833732, 2.9890091780984855];156.1105663999915
[3.3753650400000086, -2.4999999999991553];True;[2.9875704431974195, -2.5158399599645915, -4.322424468501474, -1.1884887943479718, -4.977705854937936, 0.520082993244813, 0.5431686160073554, -3.2346634464685717, 4.047932292895979, -2.7927097176160554];152.12942030001432
[3.4555455360000127, -2.4999999999947136];True;[1.732550256659957, -1.03963540392273, 1.6751603044940433, 2.878503431596031, -2.1905091692591947, -2.912067026221493, -3.6358509076612053, -2.948811134464319, -1.961990300658086, 1.1815956643861283];158.52674230001867
[3.718331784000009, -2.4999999999987557];True;[-4.544038547712374, -1.5586733477652404, 2.521590433392551, -2.587189291184969, 1.5128760705562527, -1.2050435959603016, 1.6020085178282901, 4.094727006987256, 1.25181472656229, 3.856928818619185];152.32889839995187
[3.5811458640000042, -2.48547478];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.11836470676732269, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -1.1203364484198632, 4.08067938082284, -4.537238237238647];156.24854190007318
[3.391395048000012, -2.4999999999972973];True;[-2.2524593143373375, -1.3269026148782617, -2.494867206607597, 0.49894193505204765, -1.1361825235261807, 1.7639971031055024, -2.1213360475384433, 0.20554647620201938, 0.5573458861621862, -3.885034726184231];154.1515112000052
[3.2733434880000134, -2.4999999999979936];True;[-0.7725454195775461, -2.0218583200731945, -2.2737719741815132, 2.2130341794900135, -1.7344034606672976, -4.859306795092734, -2.752543423020488, -4.649192842968243, 2.8340683717328297, -1.6398103288114285];159.94656030007172
[3.6935077680000097, -2.3008159];True;[0.10229862342359416, 3.8327983506955388, -0.722487645750304, -2.527645412069157, -1.1598622664127523, -4.59372733236175, -0.03504524464641534, 3.502597128625336, 2.570556080531673, 2.8262515519020157];155.5925278000068
[3.9626519760000005, -2.499999999998922];True;[2.178896080402848, 4.691368000362473, 1.6509216648483962, 0.31539163558188144, -1.5473710867942634, 4.212246741461808, 3.998189025267415, -4.0481488554649445, 3.235184302555659, 1.5694442381422498];152.97756249993108
[3.3398820720000053, -2.4999999999895977];True;[-1.3178400663293268, -1.427523568228705, -2.4163450698913205, -2.717692454729883, 3.5656226435335334, 0.7747306635110887, -3.4904402616894203, -4.7044018553283244, 0.6188058749013224, -1.4607453325205366];154.3560543000931
[3.7252347120000087, -2.1309638];True;[2.6265645701400597, -3.135754886683489, 3.5682103222543473, 2.190158069706202, 1.3643061144105335, 1.3041182746132376, 0.6434472101895663, -3.231405683283042, 2.8522523088309537, -2.917333905795557];152.44464819994755
[3.4251232320000047, -2.4999999999981877];True;[-2.2524593143373375, -3.3800127284573196, -2.488084933116332, 0.49894193505204765, 2.6876045349434, 1.7915926087447005, -0.27374249100882864, -1.8873466640930516, 0.5590410843611796, -3.885034726184231];152.15467159997206
[3.375275832000008, -2.499999999999451];True;[-2.153090491252563, -4.888661647587691, 1.696803979406475, -2.814700199648917, 4.514990423932284, 4.680531808969344, -4.157181573523422, 0.4988743457671605, -3.6074541946367433, -4.707328738839343];149.67324929998722
[3.5217393840000084, -2.4999999999990923];True;[-1.1177281553047758, -2.0096114908131475, -2.25847183588135, -0.8304635724986935, -1.9373447350194277, -0.6155282035437502, 2.1025919666295616, 2.7865623549234195, 2.54753735931865, -2.8240440926990242];150.87512280000374
[3.427448472000008, -2.4999999999975047];True;[-0.7725454195775461, -2.0218583200731945, -2.2737719741815132, 2.6896836490271614, -1.7344034606672976, 3.312249820958063, -2.7576057985194917, -4.649192842968243, 1.3254155000857528, -1.6398103288114285];152.32553839997854
[3.5146643040000063, -2.4999999999972267];True;[1.9991241419829162, -1.1433823620342096, -3.4831677072237124, -1.9138872391064519, -0.6787037035923191, 2.8761156937329777, 4.134949739148919, -4.749737880274846, -4.30925357093805, 2.7838842610445393];156.85633700003382
[3.153641688000003, -1.337674];True;[-2.3237030168770776, -4.099926433334048, 0.7295120211926616, -1.9120260119919, -1.563626375570202, 1.2552924084254595, -4.813550963135103, -1.6747258312201905, -3.5312984608876077, -3.2640218916564887];157.5955114000244
[3.1370448960000017, -2.499999999996135];True;[-3.976256725063961, -3.7827241903247177, -2.5228186292719057, -1.8758869238426366, -1.080786783672547, 4.104443013418244, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.729931382939938];157.89763989998028
[3.5247815280000094, -2.4999999999991864];True;[2.9916929494762696, -1.9950393393731207, -4.323206495296928, -1.1385937609135053, -3.265738987558888, 4.663490340065979, 0.35329399457756594, -3.224891782654669, 0.8292317983105768, 1.0940875550734297];152.42303429997992
[3.7628247600000053, -2.499999999999704];True;[4.133951284123416, 1.399968179428928, 3.166002203282413, 0.03141524356503034, -3.843614792898269, -0.2674195264300005, -1.1181946601810955, 1.1181319483500531, 2.216052129895676, 0.16856092604265527];151.695887900074
[3.634411464000009, -2.4999999999995066];True;[1.732550256659957, -1.03963540392273, -0.9752324018000071, -2.5577000336430498, 2.6908266152852285, 2.276626637186581, 2.6615592728015907, -2.948811134464319, -1.961990300658086, 1.1815956643861283];152.79069469997194
[3.367934208000009, -2.499999999997832];True;[3.238729085864062, -3.1947239189765453, -3.3788765252609965, -3.1900058674179816, -1.7274316391419167, 1.3551417368440344, -2.904388205963253, 3.8442253313028862, -3.767642718187383, -1.5521478334573866];154.6172777999891
[3.186550800000007, -2.499999999998419];True;[-3.216949956017432, 2.5534114068747877, -4.195415572842772, -4.278479058628115, -4.744646086583413, 2.2992876711128734, 2.67854908599367, -3.592173845424247, -2.3184266938833256, -4.859642145097199];157.3776904999977
[3.524491440000013, -2.4999999999987144];True;[-1.6001085585399002, -2.021738549865083, -2.2638918020680325, 2.2339509055412528, 3.445492117426835, -4.661558819923874, -1.5842159296576588, 2.3448396513556267, 0.0880189793785906, -0.009904092247753987];153.27486529992893
