objectives;is_feasible;variables;evaluation_time;algorithm_time
[3.932267256000002, -2.4999999999974247];True;[4.864713196511467, -1.4129824712333061, -0.23212751296189804, 2.0626360907257544, 0.559098752492309, 4.312804273426421, 3.8647146995805564, 0.18429545721916618, 3.1471290798095204, -2.5008494036033446];162.8832701999927;
[3.651194232000013, -2.492070571];True;[-2.70953087588277, -3.990621781613445, 4.001196923845496, 4.702391450995172, 1.9424721604029171, -2.323759209261018, 2.651754191342591, 0.4199135606645328, 0.6150065941542735, -3.4720498218730453];164.71332330000587;
[3.3362262720000038, -1.434005];True;[-3.429112504795663, -4.5593449687891985, 1.4826441030374937, 4.2770236691007995, 4.369169188253073, -3.0397583756793933, 1.425529947226365, -3.5467610551475817, -4.9316965691676105, -4.79275623392987];171.64121070003603;
[3.410701560000007, -0.20086000000000004];True;[-0.8129751896341819, -1.015406927832169, -3.520586907652735, 3.5507119866556103, 0.9846800157302642, 2.915230629503288, -1.693887285197885, -4.69426479438264, -2.0552267558602857, -2.955454490694197];166.92808189999778;
[3.960225432000003, -2.4999999999978813];True;[1.5844183580285058, -4.319679063512131, 4.105247613128222, 4.5976816067638495, 0.7485858412795423, 2.7036428526935214, -0.46114714005536594, 1.2028623766662658, 3.275387894147986, 2.70675714787468];171.61201549996622;
[3.243253608000013, -2.499999999999173];True;[1.9018956912752856, -4.140031922318555, -4.734089670071259, -0.021212831089332695, -1.206893028489977, -1.329958253850089, 0.6320680432377292, -4.10700411237751, -3.338541631793397, -0.7055862290620567];165.01132559997495;
[3.6528820560000064, -2.2911424];True;[4.531610041156576, -4.67610699710799, -1.0048618922695862, -2.5600391205465245, 4.354125680993375, 0.038455408257497936, -1.35766140458803, 3.735967293582725, 0.39056446651341936, -1.537131192853006];163.92156980000436;
[3.899666376000005, -2.4999999999992193];True;[3.1379041558141356, 1.3197405486770073, 4.845508844940788, 0.21463562239959266, -1.6471329907274477, -1.684140257627421, -4.143663715830112, 3.5426506545296554, 3.75125259817494, 4.0033473259812595];161.63490979990456;
[3.69698148, -2.499999999987658];True;[3.4439258907002746, -0.8800652995434977, 3.5706062856437857, 0.5733062061262428, -1.614424861938458, -1.853305232689384, -4.915956787384092, 2.8993105984961423, 4.911649170778144, -2.1784885496475703];162.3913695999654;
[3.660060600000001, -2.4999999999378986];True;[-1.2428069789574083, -2.6377337965844125, 1.0479848462416683, 3.951757134518891, 2.180568641905511, -1.7016836765479293, 3.159453443984132, -2.2653933400055335, 3.7715907620973717, -4.016499218943851];165.683526000008;
[3.5211285360000066, -2.4999999999977858];True;[-2.0791590068970214, 4.520175069676352, 1.5361342321838931, 2.298930652426046, -3.4614268429986184, -1.9352319428174014, -3.6232218749730194, 3.4127288791313095, -0.31890525810659653, -4.534793679983801];174.51020270003937;
[3.7298880000000008, -2.499999999992729];True;[-2.994210461907847, 1.5461675418398713, 4.85684530095846, 2.153093920020379, -3.911977040548913, 3.6946938068069617, 0.22773430687342078, 1.0317886392584423, -2.8991777094698854, 1.7750461733484908];161.20606680004857;
[3.922575336000003, -2.4999999999991287];True;[0.10626901355344387, -1.1745743457883462, 1.0267131194184316, 3.3601671475372363, 1.426791854340622, -0.37666354720029904, 4.507027590867693, 3.14716688131689, 2.456428649520812, -0.07861995918766596];167.0814617999131;
[3.747811896, -2.495342754];True;[-3.9726422074034016, 2.4923721209962792, 3.037596036957172, 4.032187987084582, 4.297995231215673, -4.786819374770449, 2.504460092334857, -2.3332432440985054, -1.283912715128702, 2.321829349224773];168.35930859996006;
[3.5840854080000097, -2.499999999996342];True;[1.0855238381138133, -0.3443731896458022, 3.79773523229807, 2.110470264681439, -3.103875198000817, -4.321072837280749, -4.802050006562664, 1.1761982958292911, 0.9284260997199496, 2.2028933406255558];166.77252669993322;
[3.8054206080000013, -2.499999999998282];True;[1.7680007197296623, -2.4200147773861467, 3.3211675617216336, -2.9846476866100247, 2.1848722966068532, 3.6262528711397355, -1.69977652109257, 1.719606917201732, -0.0644269064888725, 3.5258539089792595];160.24627560004592;
[3.3785728560000035, -2.1754216];True;[-3.369851017137199, 1.305090199819027, -1.0377364528220143, 0.8253555841253366, 2.426053066890744, -4.500557957109129, -4.076355224460374, 2.2366113568840156, -2.7003232032836855, -1.8928792662450853];167.50060089991894;
[3.2564121120000067, -1.617056];True;[-3.531291354640188, -2.5389574418166827, -4.275522583752508, -0.7430892381635772, 0.28918286853299335, -3.359597875385841, -2.134716944801541, 0.6497108675283467, -2.325621878091144, 1.5297390675224145];165.57160629995633;
[3.1780620000000095, -2.4999999999968168];True;[-4.18100129349299, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 4.7846858567146135, -0.34348108079769535, -1.962390725516061, -2.248658400299317, -4.999580418073382, -3.2861272176848058];170.50280780007597;
[3.5044170480000023, -2.4999999999983618];True;[-1.923764760176263, 0.9422892439005821, 0.3734172241924707, -3.6244950777447293, -2.8725664639422366, -1.3921928373715895, 4.733620460279878, 2.9263473195030016, 0.4175666161724738, -4.538682862683753];170.7348548999289;
[3.273836184000012, -2.499999999993082];True;[-0.9129294080157848, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0643538082923278, 2.188122346178261, -3.631160910116704, 3.4382284045743194, -4.131746357510711, -3.969736915480855];171.92960440006573;
[3.5564339520000043, -2.3462732];True;[1.8576509923367546, 0.4127005803986865, -4.420201093705568, 4.598099616086435, 4.996044757996783, -1.6899628739803632, -3.7503630409685105, -3.8746535220906453, -0.5462206273054573, -0.13335288334856088];167.50240160000976;
[3.3821720640000024, -2.499999999999588];True;[-3.803926999591244, -0.05846245342204437, 3.688351242528187, -3.7969731191836376, 2.989216652830641, 2.4533556648989654, -4.748344195856009, -2.938238643064519, -2.842585280996156, -1.560340507419924];167.45255639997777;
[3.7828000080000064, -1.8791240999999999];True;[0.9699654288726611, 4.927490334464409, 2.4997725202278795, -4.164565274055818, -2.429436523112709, 4.345862196787923, 4.307481989079651, 1.5389911186217038, -0.9509384919390236, -3.1150182185775432];154.33225069998298;
[2.5946526960000105, -2.492093671];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -2.0771868792457098, -5.0];169.18760860001203;11.62960949994158
[2.8428269760000098, -2.499999999998675];True;[-5.0, -4.863967302890982, -5.0, -1.5970378356212551, -5.0, 0.042124618984206386, -0.17413989353021542, -5.0, -5.0, -3.9946272719506384];166.55521729995962;11.62960949994158
[2.763089712000011, -2.4999999999946296];True;[-5.0, -5.0, -5.0, -3.7152426444505884, -5.0, -4.105217323971679, 3.2852787784198565, -5.0, -4.744006138181773, -5.0];174.38271379994694;11.62960949994158
[2.5315200000000093, -2.47531935];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];176.9777424999047;11.62960949994158
[2.7191237760000044, -2.4999999999983054];True;[-5.0, -5.0, -5.0, -3.5476115603292873, -5.0, 0.4923867859209903, -3.2594184160296407, -5.0, -5.0, -5.0];170.2477213999955;11.62960949994158
[3.57250953600001, -2.494976693];True;[-0.6894291816108531, -4.882177122871579, -0.029365454410740455, 2.486651626436962, 2.408479307285967, 1.465914227493025, -1.1256776357512983, -3.135905818633196, -1.0475453782045694, 2.7430093325916634];165.76521019998472;13.114115600008518
[2.9106563760000066, -2.4999999999992273];True;[2.262032397589432, -5.0, -5.0, -4.019569345337217, -5.0, -5.0, -0.15175205221057553, -5.0, -5.0, -0.5381006227608269];175.53493739990517;13.114115600008518
[3.1994753760000023, -2.499999999985832];True;[2.0683026239796583, -5.0, -5.0, 1.6124762184171724, -4.800583914986071, -5.0, -1.0892525456267772, -3.0405378360068567, -1.5896688121710496, 2.7631006958939173];177.48008649994154;13.114115600008518
[2.672190000000005, -2.4878486];True;[-2.9839725229326977, -5.0, -5.0, -5.0, -5.0, -5.0, -4.091838102088394, -1.41166928307286, -5.0, -5.0];175.58971910004038;13.114115600008518
[3.1960122480000077, -2.2836582];True;[4.110696465629536, -5.0, -5.0, -0.2635362216817354, -4.231286715534757, -5.0, 1.8659959154226025, -3.1192732076531504, -0.38978439102286355, -2.2092647574463884];170.65498700004537;13.114115600008518
[2.92451320800001, -2.499999999997764];True;[-1.788481652885789, -5.0, -5.0, -3.0563098126257433, -5.0, -2.4365172709812644, 2.0663127948631104, -5.0, -5.0, -1.590876206988976];169.87568130006548;9.828100099926814
[3.195746352000012, -2.491922962];True;[-1.2684129042304604, -5.0, -4.4309039531773085, 2.0861979937250377, -5.0, -0.4309906331685962, -0.03558056722398284, -5.0, -4.1208534030965, 3.9517850627470867];173.44536929996684;9.828100099926814
[2.783711016000001, -2.4999999999832174];True;[-5.0, -5.0, -5.0, -3.850575754757142, -5.0, -3.161137361490023, 1.0775202159961248, -5.0, -5.0, -2.3902868301057554];174.95304570009466;9.828100099926814
[2.637183096000001, -2.495669437];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -2.7331434088884485, -2.3750476319664426, -5.0, -5.0, -5.0];172.5800287000602;9.828100099926814
[2.6534952000000085, -2.4999999999669886];True;[-5.0, -5.0, -5.0, -4.57102904316325, -5.0, -5.0, 0.21803656856992237, -5.0, -5.0, -5.0];176.4003839000361;9.828100099926814
[2.961439272000002, -2.49999999967483];True;[-2.018649364505891, -2.7986699713428216, -0.5271445018521543, -4.780483775300028, -3.2945964976640765, -5.0, -2.881118875943936, -3.0562909105633156, -5.0, -0.7393578181931746];171.85890820005443;10.965480800019577
[2.8037784960000116, -1.7457647];True;[-5.0, -5.0, -4.597884052509356, -5.0, -5.0, -5.0, -5.0, -2.797554935796705, -5.0, 5.0];172.03342230001;10.965480800019577
[2.7375131520000067, -2.4999999999991416];True;[-5.0, -5.0, -4.340837101712442, -5.0, -5.0, -5.0, -5.0, 3.877561311622557, -5.0, -5.0];169.69352790003177;10.965480800019577
[3.4592533920000115, -1.106937];True;[2.6193280892386888, -1.8664006659924555, 3.299592556250028, 1.328812703315819, -3.850983901536871, -0.2802026070038588, -5.0, -4.079549681072282, 1.889038342662717, -1.1090002088341717];168.70409460004885;10.965480800019577
[3.1841212320000007, -1.432653];True;[-2.007726444075162, -3.627927034361485, 3.902916057302585, -5.0, 0.37909557741009614, -3.317163812794365, -5.0, 3.882075596175561, -5.0, -3.9982503074901254];171.89453599997796;10.965480800019577
[2.7188066880000084, -2.41970177];True;[-5.0, 1.6056131645681129, -5.0, -5.0, -5.0, -5.0, -5.0, -3.2468099974519653, -5.0, -4.688110523886237];191.17849640001077;10.836360200075433
[2.696176368, -2.48682616];True;[-5.0, -2.597761740666968, -5.0, -5.0, -5.0, -5.0, -5.0, -1.3948235993988045, -5.0, -3.3844454840882223];174.50533840002026;10.836360200075433
[2.8412350560000075, 1.597238];True;[-4.14563468683154, -5.0, -3.7070009801193438, 0.856418222834396, -5.0, -5.0, -5.0, -5.0, -4.69048506663132, 1.0253576954709596];176.59546400001273;10.836360200075433
[2.8403563680000077, -1.5697548000000001];True;[-5.0, 1.4088539373816182, -3.4478384614809094, -5.0, -3.8479362332364686, -5.0, -5.0, -1.6321024057690776, -3.6615277978232403, -4.521486451964553];189.67505359998904;10.836360200075433
[3.3642503280000016, -2.4999999999849836];True;[-3.6567007164083782, 0.4946500668004692, 2.60150906756651, -1.7244687024367487, -4.447633288479194, -5.0, -5.0, 1.051438091778504, 0.45325513845319154, 3.780284402376953];176.02381020004395;10.836360200075433
[3.249975096000002, -2.4990985882];True;[-0.7193581365061767, -0.843261837718992, 1.2532344595173956, -5.0, -3.5691268384394217, -5.0, -0.39293483548017605, 1.3726697541279362, 1.160587059102359, -5.0];168.5880500000203;8.177268799976446
[2.8065108960000087, -1.7378746999999999];True;[-5.0, -3.7450900066561186, -0.21972430822076294, -5.0, -4.950873956814629, -5.0, -1.1306022892982375, -2.2226528826015493, -5.0, -5.0];170.84785060002469;8.177268799976446
[3.010609080000004, -2.4999999999964055];True;[-5.0, -5.0, -4.473787010492036, 4.955383727421799, -5.0, -5.0, 4.373698691269508, -2.6752450602886206, -5.0, -5.0];169.32689300004859;8.177268799976446
[3.232998360000003, -2.4999999999970073];True;[-5.0, -1.6467910844985374, 4.009187153072892, -0.48369964525703324, 0.44442777075362017, -1.1219174219143966, -4.831797697154905, -2.2243026625091793, -5.0, -1.6692492846567264];175.34330219996627;8.177268799976446
[3.8261600640000086, -2.499999999998963];True;[4.668062661347449, 1.2928564034914967, -2.346221734328493, 3.1958795165778078, 0.50950557940374, 1.7605710794871516, -1.9538001894158619, 0.24586183255872562, 1.3638065078574124, 1.2005188360165953];166.71936230000574;8.177268799976446
[3.54517192800001, -2.1823404];True;[-4.611021810078213, -1.4326318240036788, -3.1912109134242135, -5.0, 3.8927630738166688, 3.0374283136249574, -0.9824491808987572, 2.4375607186083768, 0.32381553573707045, 2.4540798470834773];160.49720530002378;9.82917289994657
[2.996013312000001, -2.0408885];True;[-5.0, -5.0, 4.443148897154378, -5.0, -5.0, 1.0766365337597117, -2.0550953952911573, -4.526749302068403, -5.0, -2.433658531711582];175.28688809997402;9.82917289994657
[3.161827224000005, -2.499999999996594];True;[-4.902724424105884, -2.2871275996821305, 5.0, 3.199061058648047, -5.0, -5.0, -3.557129909624012, -5.0, 1.3553433861571085, -4.626529500574119];186.72648710000794;9.82917289994657
[2.621909952000012, -2.0111973];True;[-5.0, -5.0, -0.8152782088345454, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];174.07608020002954;9.82917289994657
[2.73973946400001, -1.7858714];True;[-5.0, -5.0, 4.639787866510277, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];184.054812700022;9.82917289994657
[3.150943848000007, -2.4999999999992495];True;[-4.991243441297187, -2.7914194537973662, 4.156311545519214, 0.14246751032899052, -3.084550032371978, -5.0, -5.0, -2.5861693724545636, 2.8315978056297926, -4.999984849639215];171.85051380004734;11.17049930000212
[3.041825400000003, -2.499999999993966];True;[2.164761578139193, -3.958193744713981, -4.503272063391699, -2.770753398951684, -5.0, -4.282565177931649, -5.0, 5.0, -5.0, -3.0247282103215367];175.61182059999555;11.17049930000212
[3.0133369440000086, -2.4999999997636464];True;[-1.616452177946564, -0.2600627674849836, -4.507236363567795, 5.0, -4.979389669306827, -5.0, -1.6550461043930613, -5.0, -4.675451264132196, -5.0];178.31620320002548;11.17049930000212
[3.4442895600000076, -2.4999999999984452];True;[0.7873036147227328, 5.0, -4.518551508625081, 5.0, -5.0, -2.3830634853379564, 1.5283888637357794, -4.397827672235466, -3.715520583129731, -0.042881846198129736];169.4959957000101;11.17049930000212
[3.126023280000001, -0.986378];True;[-4.4662001223286225, -3.7620966689706945, 4.508626535734612, -0.048884534580700745, -4.514005105614949, -5.0, -5.0, -0.6702913795243193, 1.4723688031057804, -4.9962076585113335];180.9176535999868;11.17049930000212
[2.838670920000008, -1.44033];True;[0.5945946349024638, -5.0, -4.999201401368555, -5.0, -0.881766789033751, -5.0, -5.0, -5.0, -5.0, -0.4936787013303148];172.3856980999699;8.899800800019875
[2.825618904000002, -2.48420379];True;[-3.9032633907186876, -5.0, -0.7571266094510145, -5.0, 0.10064413784835047, -5.0, -5.0, -5.0, -5.0, -1.8245691938872972];182.93603009998333;8.899800800019875
[3.0123638640000006, 2.4201119999999996];True;[-0.39656261276192684, -5.0, 0.056449468846731854, -4.475849680491114, -5.0, 0.25245777797433444, -3.9692554159533247, -5.0, -3.422482963460057, -0.7834857990967858];171.38428579992615;8.899800800019875
[2.7025110000000048, -1.6320535];True;[-0.955127695293684, -5.0, -2.2400031019815576, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.888631468090944];184.06409510003868;8.899800800019875
[2.6163172800000023, -2.48835115];True;[-5.0, -5.0, -5.0, -5.0, -1.4905917556053137, -5.0, -5.0, -5.0, -5.0, -4.583614484425869];181.09009830001742;8.899800800019875
[2.8900365840000135, -1.6212596000000001];True;[-5.0, -5.0, 5.0, -5.0, -5.0, -5.0, -0.3850876132709926, -4.3370662352100275, -5.0, -3.6798520094064546];179.43405130004976;8.75012229999993
[2.7434201040000135, -1.9790462];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -0.46248481596573754, 0.27267159572708444, -5.0, -5.0];169.3070507000666;8.75012229999993
[3.060777672000012, -2.1921530000000002];True;[-5.0, -4.14978963356597, -5.0, -0.7299142451434948, -5.0, -5.0, 4.008966116710598, 3.2050465723011747, -2.8316285429011, -5.0];164.58965470001567;8.75012229999993
[2.708516664000002, -1.415977];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.536795689146756, -1.4375651456522642, -5.0, -1.831351061303704];169.24439330003224;8.75012229999993
[2.9653410960000097, -2.494670344];True;[-5.0, -4.023670930017712, 5.0, -5.0, -5.0, -5.0, -1.7915903440701655, -4.247946832392111, 0.14752749769500273, -5.0];173.7181102000177;8.75012229999993
[3.178249272, -2.43092109];True;[2.251236286102607, -5.0, 2.0141809123293744, -5.0, 0.4272007862520475, -4.465001969685834, -3.67071186709975, -3.207758390121229, -4.182611531518835, 0.7746355081801575];174.069225299987;9.94384869991336
[2.8805934960000057, -1.7127404];True;[-5.0, -5.0, 0.8514571001559172, -5.0, -2.5516229528095273, -5.0, -4.25137056765455, -4.098107798546925, -5.0, 1.2104767186611598];174.0721439999761;9.94384869991336
[2.855538144000011, -2.499999999844375];True;[-5.0, -5.0, 1.1719445517427838, -5.0, -2.870865172660751, -5.0, -2.5283222996773045, -2.031468334405112, -5.0, -3.740449630841478];174.2158069999423;9.94384869991336
[2.675787480000011, -1.227812];True;[-5.0, -5.0, -5.0, -5.0, -1.847322572576429, -5.0, -1.4736249263318917, -5.0, -5.0, -5.0];185.9706301999977;9.94384869991336
[2.8086434640000046, 0.7921100000000001];True;[-5.0, -5.0, -3.1718740554315756, -5.0, -1.0688755972079478, -5.0, 1.2118249316950376, -5.0, -5.0, -4.14127429623416];178.9495331000071;9.94384869991336
[2.6585277840000114, -2.48591114];True;[-5.0, -5.0, -5.0, -5.0, -3.754168312272819, -5.0, -0.365852788482683, -5.0, -5.0, -5.0];180.34367589990143;9.373830200056545
[3.132471744000012, -1.8609236];True;[-3.3303429453238027, -5.0, 3.3479105853262663, -5.0, -1.1637089700520118, -5.0, 4.4692379579213135, -0.5012301141795481, -5.0, -5.0];176.1018677999964;9.373830200056545
[2.6787034800000025, -2.2009364];True;[-5.0, -5.0, -5.0, -5.0, -4.010709974021888, -5.0, -0.8241394201376115, -4.763248628204322, -5.0, -3.587874363955844];175.55482560000382;9.373830200056545
[3.3296672160000043, -2.499999999996471];True;[4.433505519043381, -5.0, 0.01333283092048454, -5.0, 1.5371820178495348, -5.0, -0.18494683935543677, -1.4732214511333246, -5.0, 2.6253996970169924];179.8918546999339;9.373830200056545
[2.913751440000001, -2.4999999999974434];True;[-3.797603153824823, -5.0, -5.0, -5.0, -1.2184678837200567, -5.0, 1.3795135652040251, -5.0, -5.0, 1.3324504115717817];175.54436210007407;9.373830200056545
[2.8294781760000025, -2.49999999999737];True;[-5.0, -5.0, -5.0, -5.0, 2.764544728269451, -5.0, 1.0297865378281905, -5.0, -5.0, -5.0];182.95320300001185;9.884527300018817
[2.8221130080000045, -2.4999999999990017];True;[-5.0, -5.0, -5.0, -5.0, -4.596021601103098, -5.0, 1.123701195921143, -5.0, -5.0, 1.9257101377980845];175.2525005999487;9.884527300018817
[3.0961528560000118, -2.4999999999981886];True;[5.0, -5.0, -5.0, -5.0, -0.8384441262349211, -4.996521371203094, 1.6038238622900671, -5.0, -5.0, 0.3715527108580101];184.15153309993912;9.884527300018817
[2.9197888560000136, -1.8830619];True;[-5.0, -5.0, -0.12069090410502703, -5.0, -3.2637238905297066, -5.0, -0.3556716941625968, -1.1846947875763854, -5.0, -2.0998413617034744];175.6810044000158;9.884527300018817
[3.0892374, -2.4999999999982614];True;[1.2511460491907513, -5.0, -5.0, -4.814591731796491, -4.184974451291113, -5.0, -0.06870169862658848, -0.36962194780958946, -4.139835857257296, 3.146818957525273];178.2824113999959;9.884527300018817
[2.7196784640000082, -2.4999999994367443];True;[-5.0, -5.0, -3.5979565693687565, -5.0, -4.253506672545035, -5.0, 1.562520567306322, -5.0, -5.0, -5.0];179.81797710002866;9.75407120003365
[2.7852735600000096, -2.4999999999967355];True;[-5.0, -5.0, -5.0, -5.0, -3.016867856674332, -5.0, -5.0, -5.0, -5.0, 4.764716031939164];176.4054332000669;9.75407120003365
[2.899810584000004, 6.803174];True;[-5.0, -5.0, 1.8164859041201264, -5.0, -2.5214249044665014, -5.0, -5.0, 1.9107322696945852, -5.0, -4.155305168434987];176.16114620002918;9.75407120003365
[2.960870112000011, -2.495976243];True;[-5.0, -5.0, 4.462252318688801, -5.0, 1.461431522070333, -5.0, -5.0, -5.0, -5.0, -1.0463751740345928];179.7695393000031;9.75407120003365
[2.867388336000004, -2.498875337];True;[-5.0, -5.0, 4.300934707900421, -5.0, -3.1444473971939826, -5.0, -2.1817211251226114, -3.4253123729296093, -5.0, -5.0];177.9900162999984;9.75407120003365
[2.8785659040000136, -2.499999999999174];True;[-3.1700513231384293, -5.0, -4.7937215981806, -5.0, -2.3278384941389585, -5.0, 3.103979079221517, -5.0, -5.0, -1.7454589410152916];175.62395969999488;10.731566700036637
