objectives;is_valid;is_feasible;variables;constraints;evaluation_time
[28.239113616295274, 1081.4933074211901, 119.0940699878044];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 13.091103116245186, 0.5, 0.5, 18842.608816848155, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.01767662289908748, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.026329646467133518, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3110402937083583, -1.4806773039210335, -4.761576430388953, 0.6871384646580316, -0.4, -1.9088968837548137, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.03646924306973154];8.997708900016733
[1e+30, 1e+30, 1e+30];False;False;[1.0, 2.8546426650878143, 1.3545463494769683, 1.0, 1.0, 31.428105243674107, 0.3758476540685851, 0.5, 6694.299036142212, 17988.470238539066, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.002553539134165872, 0.7397797029930447, 0.0, 0.014078261545757531, 0.26815733061166747, 0.0, 0.05, 0.5, 0.5, 0.09033606282941796, 0.9076947359203411, 0.0, 0.0885763988695021, 0.5987844205874359, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 1.0, 0.041628062797032475, 0.10234089965368694, 224.0, 1.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];96.28291189996526
[1e+30, 1e+30, 1e+30];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 10.895978138709665, 0.5, 0.5, 15561.087161560697, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.059727043833832795, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.08877298662704525, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];47.41139729996212
[46.44637349776472, 1016.5233218879011, 122.79711019412363];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 12.082900587751375, 0.1589839670135069, 0.5, 5857.458791777584, 11744.220562612167, 10500.0, 0.0, 3.0, 1.0, 0.04449208750434088, 0.06883385081526819, 0.46645784360100484, 0.0, 0.061169659001310134, 0.9596837723241507, 0.0, 0.05, 0.5, 0.5, 0.09299226504250474, 0.12439971133737415, 0.0, 0.05574410300088382, 0.387947804242916, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[0.8191956802209468, -1.5321940052561211, 52.957472387156386, 0.521112981130605, -0.7410160329864931, -7.005136116780237, -13.48866712876602, -14.0, -0.5335421563989952, -0.0403162276758493, 0.0, -0.8756002886626258, -0.612052195757084, 0.0, 0.08711506642864253];36.460289200011175
[20.889264104581006, 1630.5448142333223, 116.29241585174215];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 53.4513589211338, 0.5, 0.5, 3751.5258905677847, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.09578700301632476, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0607456886935267, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.6757931809261857, -1.3867170574893894, 77.75866344232469, 0.7239380913013915, -0.4, 38.4513589211338, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.0013372724677077064];5.062986399978399
[1e+30, 1e+30, 1e+30];False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 7.030477972442435, 0.5340622422482565, 0.3563030460748575, 6904.064791932034, 8846.054866922146, 2603.0050144790134, 0.0, 3.0, 0.0, 0.025, 0.017884002174542692, 0.3333333333333333, 0.3333333333333333, 0.0548267920275363, 0.21397599970005454, 0.492896891248776, 0.05218864762943072, 0.15122670063179589, 0.37422125602387035, 0.07498564708371079, 0.3333333333333333, 0.3333333333333333, 0.05157876424678514, 0.3113268021246879, 0.2577890956951372, 0.051297080310970425, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];132.6564226000337
[1e+30, 1e+30, 1e+30];False;False;[1.0, 10.923756763723901, 1.2679860057817267, 1.0, 0.0, 57.72965950461822, 0.5, 0.5, 14073.236105479682, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06577062864272891, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.093087884688173, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 1.0, 0.0, 0.04052131717747295, 0.43628312356376064, 202.0, 0.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];62.11617850000039
[20.9541091685864, 1618.502761132583, 116.37969666276257];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 53.70564014841918, 0.5, 0.5, 13870.606276772993, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.061607325614733394, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.08395214210110785, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.6569196030004116, -1.391578886127619, 78.53360065247895, 0.733518422267001, -0.4, 38.70564014841918, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.00048776080240253705];4.690864500007592
[24.173263121405935, 1754.7063955278622, 117.39400191913242];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 26.7981516444204, 0.6896247677416363, 0.6178818182274198, 6175.641899814661, 19161.553058693233, 3829.160021055806, 0.0, 3.0, 1.0, 0.011980283174153684, 0.024626985307360495, 0.3333333333333333, 0.3333333333333333, 0.04404275974770116, 0.3333333333333333, 0.3333333333333333, 0.08638960653750719, 0.3333333333333333, 0.3333333333333333, 0.07529668318291446, 0.3333333333333333, 0.3333333333333333, 0.026625056129125326, 0.7666235063197502, 0.1624107857939565, 0.09395042784446006, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 2.0];[2.239616036946713, -1.3150623084229682, 144.95085031690482, 0.6653588425017378, -0.21037523225836374, -12.007494572301693, -12.007494572301695, -12.007494572301695, -0.33333333333333337, -0.33333333333333337, -0.33333333333333337, -0.33333333333333337, -0.0709657078862933, -0.33333333333333337, 0.009714188289300929];71.71300300001167
[1e+30, 1e+30, 1e+30];False;False;[1.0, 7.937113677507526, 1.4237217722996818, 0.0, 1.0, 16.043248073247725, 0.15383699473696294, 0.5, 1170.0977421320995, 1808.5635607912418, 10500.0, 1.0, 4.294649561139552, 0.0, 0.025, 0.07359257706323559, 0.2096621916657604, 0.0, 0.003644965710566395, 0.23356918710620178, 0.0, 0.05, 0.5, 0.5, 0.017331466545773822, 0.14391678392593354, 0.0, 0.0784678665142139, 0.3072947300071678, 0.0, 0.05, 0.5, 0.5, 1.0, 1.0, 0.0, 0.032341305586074134, 0.40391007967480624, 115.0, 1.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];114.09824240003945
[1e+30, 1e+30, 1e+30];False;False;[1.0, 7.973966088448532, 1.7929955792779222, 0.0, 2.0, 59.55569352912343, 0.28936136181428185, 0.34524760391703657, 8714.395456230799, 1860.2918299253006, 17449.649534752854, 1.0, 3.662076705901808, 1.0, 0.005393053366044881, 0.023455267218808508, 0.3333333333333333, 0.3333333333333333, 0.027143078680586265, 0.3333333333333333, 0.3333333333333333, 0.02412810708815031, 0.3333333333333333, 0.3333333333333333, 0.06602008517828291, 0.5686443298770201, 0.32892437777680905, 0.08856928818619185, 0.15542513093918953, 0.378315903790336, 0.0524731908399037, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 2.0, 0.037494478353094364, 0.39987938481580076, 109.0, 1.0, 1.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];287.8225189000368
[25.218081183772185, 1511.6166434536885, 117.95721420125027];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 24.916863705399884, 0.7607286316341878, 0.5, 4054.4029546051142, 14871.684262181481, 10500.0, 0.0, 3.0, 1.0, 0.007847311893305897, 0.016512430224128415, 0.5731537412535754, 0.0, 0.043407545872149955, 0.7184134865229669, 0.0, 0.05, 0.5, 0.5, 0.027548208757660453, 0.35988227040999343, 0.0, 0.044669784476321445, 0.5101760528908588, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[1.5133022585483626, -1.3771961438700147, 225.28728703188537, 0.6872678323342287, -0.13927136836581222, -12.200521258839972, -6.099463146816035, -14.0, -0.42684625874642457, -0.2815865134770331, 0.0, -0.6401177295900066, -0.48982394710914123, 0.0, 0.019345243406036938];12.322574899997562
[1e+30, 1e+30, 1e+30];False;False;[1.0, 6.711373138746269, 1.5344412461587127, 1.0, 2.0, 30.129194085471404, 0.7795062175393849, 0.6001928811371606, 13310.111156480692, 11574.084231027146, 16511.542666786263, 1.0, 1.9719290599253694, 1.0, 0.015036989406938867, 0.04773216710313053, 0.3333333333333333, 0.3333333333333333, 0.006735580456081126, 0.3333333333333333, 0.3333333333333333, 0.030175041118421765, 0.12261663129056044, 0.5906167876318013, 0.0011347629915706926, 0.022992850357043904, 0.7337066309720517, 0.08858758765536472, 0.3333333333333333, 0.3333333333333333, 0.03038827892589351, 0.029827437981084337, 0.3327580044674352, 0.0, 1.0, 1.0, 0.03728184771852228, 0.3161289895957534, 216.0, 0.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];43.533142400032375
[33.112382783324236, 1130.9827657364024, 120.64530577570018];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 12.663023222356193, 0.8351433939154388, 0.5, 18485.442891740913, 11459.80052297399, 10500.0, 0.0, 3.0, 1.0, 0.021339267607924435, 0.076469613522817, 0.6283160499151584, 0.0, 0.029583625035333228, 0.23940749592560218, 0.0, 0.05, 0.5, 0.5, 0.09399659221511197, 0.7624808473927717, 0.0, 0.028626128408461116, 0.046739714094708784, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[1.059937574181279, -1.4784350006954539, 286.9619637835156, 0.6817566900496561, -0.06485660608456123, -13.418965474092047, -6.990672553413024, -14.0, -0.37168395008484156, -0.7605925040743978, 0.0, -0.23751915260722833, -0.9532602859052912, 0.0, 0.06169334340048549];24.62155680003343
[1e+30, 1e+30, 1e+30];False;False;[1.0, 9.872116828718799, 1.6674290682861166, 1.0, 0.0, 37.1503461950273, 0.5, 0.5, 10743.787491115922, 10500.0, 10500.0, 1.0, 2.037508658749564, 0.0, 0.025, 0.06320667217387292, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.01298406023992088, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 1.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];88.47348849999253
[52.531611065851905, 946.8568510861021, 122.84458031371398];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 5.694082273156393, 0.357557289353473, 0.5, 16333.79932926442, 10125.259272430885, 10500.0, 0.0, 3.0, 1.0, 0.043819279758572, 0.06444112566398584, 0.6011242885627821, 0.0, 0.04302237636366629, 0.5578089514690412, 0.0, 0.05, 0.5, 0.5, 0.01857987961905926, 0.8703195322621248, 0.0, 0.08302229036927558, 0.20959152129573877, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[0.9362415212049209, -1.5060570176477217, 123.52422735687313, 0.38948256505972223, -0.542442710646527, -11.801427096907371, -13.219805380189737, -14.0, -0.3988757114372179, -0.4421910485309588, 0.0, -0.12968046773787523, -0.7904084787042612, 0.0, 0.07447409445628983];33.64242390001891
[1e+30, 1e+30, 1e+30];False;False;[1.0, 3.324567493888276, 1.4915898504386254, 1.0, 2.0, 9.979960082720027, 0.446790361453107, 0.6642873685822177, 10907.985892292458, 17428.182025711507, 12340.942360335928, 0.0, 3.0, 1.0, 0.03861202320887281, 0.07058793191059436, 0.3481173079582517, 0.6269075967666097, 0.07548055958509658, 0.020072460556663785, 0.7717980879784192, 0.06055916229286373, 0.3333333333333333, 0.3333333333333333, 0.07856301944712785, 0.06956821107964539, 0.07112311856620823, 0.0044685320935613174, 0.9090384840486383, 0.0, 0.01300452542608509, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 1.0, 0.03747222652987575, 0.3965882993498084, 223.0, 1.0, 1.0];[1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30];102.09104310005205
[22.89526737363557, 1650.5656114755047, 116.64653317404813];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 19.252806012034583, 0.6255964317709161, 0.14823497948410866, 10436.694667515136, 18340.98593041618, 2718.2154315684575, 0.0, 3.0, 0.0, 0.025, 0.0469526652054843, 0.2730881327771706, 0.5142136309703766, 0.0647139241785775, 0.3333333333333333, 0.3333333333333333, 0.05126302932963668, 0.10570657804575445, 0.6523920590770963, 0.07940447526864262, 0.3333333333333333, 0.3333333333333333, 0.004264971297364951, 0.4666843136692108, 0.4759673409972178, 0.06234851186761471, 0.30806147432135744, 0.6592863089108396, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 2.0];[1.7803993983993571, -1.3175518662447985, 4.7321255736937005, 0.6345140956953212, -0.27440356822908396, -12.801948399342837, -8.920052091008941, -13.559357266468925, -0.21269823625245277, -0.33333333333333337, -0.24190136287714925, -0.33333333333333337, -0.05734834533357136, -0.032652216767802944, -0.0027418278627617254];43.50398820004193
[21.471785159998493, 1924.4054893209916, 115.72641321668871];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 31.163422943549627, 0.22855239142619502, 0.4731618747371068, 7225.733961250834, 13793.567079083386, 10228.755288266279, 0.0, 3.0, 0.0, 0.025, 0.07995056991043692, 0.3333333333333333, 0.3333333333333333, 0.05886662532694832, 0.33960585124794873, 0.2736968259347259, 0.013568999207080447, 0.7152173777544781, 0.25304242307298586, 0.08971867529733168, 0.3333333333333333, 0.3333333333333333, 0.03592876919097483, 0.3333333333333333, 0.3333333333333333, 0.0324040437918559, 0.37636139120930945, 0.4247636984550137, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[1.9753625091547455, -1.2740155187157371, 29.549142792066057, 0.5939702010639367, -0.671447608573805, -12.051248315997487, -12.740608508384929, -10.322482047697672, -0.33333333333333337, -0.3866973228173254, -0.03174019917253601, -0.33333333333333337, -0.33333333333333337, -0.19887491033567684, -0.01771349932538041];47.9774802000029
[21.31291292409394, 1556.9613073442777, 116.90440019486414];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 57.596027861095486, 0.5, 0.5, 6951.769706411398, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.006612173133538957, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.05673254933554513, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.5410078346499745, -1.421437726729558, 90.81188409197041, 0.7968066547394843, -0.4, 42.596027861095486, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.011995860629901545];5.501990600023419
[21.319284010103853, 1558.044943897692, 116.56463574257081];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 46.52291018818075, 0.5, 0.5, 14694.06109776766, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06899225735052132, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.09298499961881397, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.6296059002335568, -1.398614888673096, 57.92664987256413, 0.7357300446455661, -0.4, 31.522910188180752, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0031527167859386473];5.284334899974056
[21.890476955444942, 1472.4429265336382, 117.19675368611712];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 47.1821693371666, 0.5, 0.5, 6673.767539463069, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.07967434571952053, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0032493200332534226, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.4975043911647843, -1.432644202164672, 59.70813681810094, 0.8013320394530896, -0.4, 32.1821693371666, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.016452801783758852];5.464763799973298
