"time","INTERNAL ENERGY","KINETIC ENERGY","X-MOMENTUM","Y-MOMENTUM","Z-MOMENTUM","MASS","TIME STEP","ROTATION ENERGY","EXTERNAL WORK","SPRING ENERGY","CONTACT ENERGY","HOURGLASS ENERGY","TH_RWALL                                 1 IMPACTOR                                  FNX       J ","TH_RWALL                                 1 IMPACTOR                                  FNY       J ","TH_RWALL                                 1 IMPACTOR                                  FNZ       J ","TH_RWALL                                 1 IMPACTOR                                  FTX       J ","TH_RWALL                                 1 IMPACTOR                                  FTY       J ","TH_RWALL                                 1 IMPACTOR                                  FTZ       J ","intrusionTrack                           99999 IntrusionNode                             DX        J ","intrusionTrack                           99999 IntrusionNode                             DY        J ","intrusionTrack                           99999 IntrusionNode                             DZ        J ","intrusionTrack                           99999 IntrusionNode                             VX        J ","intrusionTrack                           99999 IntrusionNode                             VY        J ","intrusionTrack                           99999 IntrusionNode                             VZ        J ","intrusionTrack                           99999 IntrusionNode                             AX        J ","intrusionTrack                           99999 IntrusionNode                             AY        J ","intrusionTrack                           99999 IntrusionNode                             AZ        J "
2.058472e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.058472e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.205506e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.205506e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.352540e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.352540e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.499574e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.499574e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.646607e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.646607e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.793641e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.793641e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
2.940675e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.940675e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.087709e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.087709e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.234742e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.234742e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.381776e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.381776e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.528810e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.528810e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.675844e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.675843e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.822877e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.822877e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
3.969911e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.969911e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.116945e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.116945e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.263979e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.263979e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.411012e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.411012e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.558046e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.558046e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.705080e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.705080e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.852113e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.852113e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
4.999147e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.999147e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.146181e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.146181e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.293215e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.293215e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.440248e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.440248e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.587282e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.587282e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.734316e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.734316e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
5.881350e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.881350e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.028383e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.028383e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.175417e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.175417e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.322451e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.322451e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.469485e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.469485e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.616519e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.616518e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.763552e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.763552e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
6.910586e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.910586e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.057620e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.057620e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.204653e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.204654e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.351687e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.351687e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.498721e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.498721e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.645755e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.645755e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.792789e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.792789e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
7.939823e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.939822e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
8.086856e-05,0.000000e+00,4.300000e+06,0.000000e+00,0.000000e+00,-8.600000e+02,8.965040e-02,1.470337e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.086856e-01,0.000000e+00,0.000000e+00,-1.000000e+04,0.000000e+00,0.000000e+00,0.000000e+00
